Character,Item,Position,PickRate,Timing,Count
Shadow Demon,Hurricane Pike,Mid,0.25,Late Game,1
Shadow Demon,Aether Lens,Mid,0.25,Late Game,1
Shadow Demon,Ethereal Blade,Mid,0.25,Late Game,1
Shadow Demon,Aghanim's Scepter,Mid,0.25,Late Game,1
Shadow Demon,Shadow Blade,Mid,0.25,Late Game,1
Shadow Demon,Boots of Travel 2,Mid,0.25,Late Game,1
Shadow Demon,Tango,Off Lane,0.72,Start,1
Shadow Demon,Iron Branch,Off Lane,0.48,Start,2
Shadow Demon,Blood Grenade,Off Lane,0.4,Start,1
Shadow Demon,Magic Stick,Off Lane,0.28,Start,1
Shadow Demon,Faerie Fire,Off Lane,0.28,Start,1
Shadow Demon,Circlet,Off Lane,0.28,Start,1
Shadow Demon,Observer and Sentry Wards,Off Lane,0.2,Start,1
Shadow Demon,Mantle of Intelligence,Off Lane,0.16,Start,1
Shadow Demon,Iron Branch,Off Lane,0.16,Start,3
Shadow Demon,Sentry Ward,Off Lane,0.12,Start,1
Shadow Demon,Enchanted Mango,Off Lane,0.12,Start,1
Shadow Demon,Boots of Speed,Off Lane,0.12,Start,1
Shadow Demon,Circlet,Off Lane,0.12,Start,2
Shadow Demon,Boots of Speed,Off Lane,0.85,Early Game,1
Shadow Demon,Null Talisman,Off Lane,0.26,Early Game,1
Shadow Demon,Magic Wand,Off Lane,0.74,Early Game,1
Shadow Demon,Ring of Basilius,Off Lane,0.59,Early Game,1
Shadow Demon,Tranquil Boots,Off Lane,0.15,Early Game,1
Shadow Demon,Bracer,Off Lane,0.22,Early Game,1
Shadow Demon,Wind Lace,Off Lane,0.41,Early Game,1
Shadow Demon,Arcane Boots,Off Lane,0.78,Early Game,1
Shadow Demon,Eul's Scepter of Divinity,Off Lane,0.14,Mid Game,1
Shadow Demon,Blink Dagger,Off Lane,0.44,Mid Game,1
Shadow Demon,Glimmer Cape,Off Lane,0.22,Mid Game,1
Shadow Demon,Aether Lens,Off Lane,0.67,Mid Game,1
Shadow Demon,Force Staff,Off Lane,0.36,Mid Game,1
Shadow Demon,Ghost Scepter,Off Lane,0.11,Mid Game,1
Shadow Demon,Aghanim's Shard,Off Lane,0.5,Mid Game,1
Shadow Demon,Aghanim's Scepter,Off Lane,0.43,Mid Game,1
Shadow Demon,Aeon Disk,Off Lane,0.4,Mid Game,1
Shadow Demon,Black King Bar,Off Lane,0.11,Mid Game,1
Shadow Demon,Tango,Full Support,0.99,Start,1
Shadow Demon,Blood Grenade,Full Support,0.98,Start,1
Shadow Demon,Sentry Ward,Full Support,0.83,Start,1
Shadow Demon,Iron Branch,Full Support,0.58,Start,2
Shadow Demon,Magic Stick,Full Support,0.58,Start,1
Shadow Demon,Observer and Sentry Wards,Full Support,0.36,Start,1
Shadow Demon,Faerie Fire,Full Support,0.29,Start,1
Shadow Demon,Circlet,Full Support,0.22,Start,1
Shadow Demon,Enchanted Mango,Full Support,0.2,Start,1
Shadow Demon,Iron Branch,Full Support,0.19,Start,1
Shadow Demon,Iron Branch,Full Support,0.11,Start,3
Shadow Demon,Boots of Speed,Full Support,0.97,Early Game,1
Shadow Demon,Ring of Basilius,Full Support,0.78,Early Game,1
Shadow Demon,Magic Wand,Full Support,0.85,Early Game,1
Shadow Demon,Wind Lace,Full Support,0.45,Early Game,1
Shadow Demon,Arcane Boots,Full Support,0.93,Early Game,1
Shadow Demon,Pavise,Full Support,0.26,Mid Game,1
Shadow Demon,Solar Crest,Full Support,0.3,Mid Game,1
Shadow Demon,Glimmer Cape,Full Support,0.48,Mid Game,1
Shadow Demon,Force Staff,Full Support,0.21,Mid Game,1
Shadow Demon,Aghanim's Shard,Full Support,0.41,Mid Game,1
Shadow Demon,Aether Lens,Full Support,0.43,Mid Game,1
Shadow Demon,Blink Dagger,Full Support,0.64,Mid Game,1
Shadow Demon,Ghost Scepter,Full Support,0.19,Mid Game,1
Shadow Demon,Aghanim's Scepter,Full Support,0.51,Mid Game,1
Shadow Demon,Aeon Disk,Full Support,0.19,Late Game,1
Lone Druid,Iron Branch,Carry,0.32,Start,5
Lone Druid,Iron Branch,Carry,0.24,Start,4
Lone Druid,Boots of Speed,Carry,0.24,Start,1
Lone Druid,Iron Branch,Carry,0.12,Start,3
Lone Druid,Phase Boots,Carry,0.18,Early Game,1
Lone Druid,Boots of Speed,Carry,0.93,Mid Game,1
Lone Druid,Aghanim's Shard,Carry,0.62,Mid Game,1
Lone Druid,Power Treads,Carry,0.5,Mid Game,1
Lone Druid,Skull Basher,Carry,0.11,Mid Game,1
Lone Druid,Orb of Corrosion,Carry,0.25,Late Game,1
Lone Druid,Refresher Orb,Carry,0.5,Late Game,1
Lone Druid,Iron Branch,Off Lane,0.37,Start,4
Lone Druid,Iron Branch,Off Lane,0.28,Start,5
Lone Druid,Tango,Off Lane,0.22,Start,1
Lone Druid,Iron Branch,Off Lane,0.18,Start,6
Lone Druid,Phase Boots,Off Lane,0.11,Early Game,1
Lone Druid,Boots of Speed,Off Lane,0.97,Mid Game,1
Lone Druid,Aghanim's Shard,Off Lane,0.32,Mid Game,1
Lone Druid,Power Treads,Off Lane,0.19,Mid Game,1
Lone Druid,Harpoon,Off Lane,0.18,Mid Game,1
Lone Druid,Wraith Band,Off Lane,0.22,Mid Game,4
Lone Druid,Refresher Orb,Off Lane,1.0,Late Game,1
Lone Druid,Observer Ward,Semi Support,0.64,Start,1
Lone Druid,Iron Branch,Semi Support,0.36,Start,1
Lone Druid,Boots of Speed,Semi Support,0.4,Early Game,1
Lone Druid,Wraith Band,Semi Support,0.2,Early Game,1
Lone Druid,Bracer,Semi Support,0.1,Early Game,1
Lone Druid,Power Treads,Semi Support,0.1,Early Game,1
Lone Druid,Bottle,Semi Support,0.1,Early Game,1
Lone Druid,Wind Lace,Semi Support,0.1,Early Game,1
Lone Druid,Dagon,Semi Support,0.1,Early Game,1
Lone Druid,Orb of Corrosion,Semi Support,0.1,Early Game,1
Lone Druid,Tranquil Boots,Semi Support,0.1,Early Game,1
Lone Druid,Dagon,Semi Support,0.4,Mid Game,1
Lone Druid,Wraith Band,Semi Support,0.2,Mid Game,1
Lone Druid,Orchid Malevolence,Semi Support,0.2,Mid Game,1
Lone Druid,Boots of Speed,Semi Support,0.2,Mid Game,1
Lone Druid,Phase Boots,Semi Support,0.2,Mid Game,1
Lone Druid,Aghanim's Shard,Semi Support,0.2,Mid Game,1
Lone Druid,Dagon,Semi Support,0.2,Mid Game,1
Lone Druid,Observer and Sentry Wards,Full Support,0.6,Start,1
Lone Druid,Iron Branch,Full Support,0.6,Start,1
Lone Druid,Sentry Ward,Full Support,0.2,Start,1
Lone Druid,Blood Grenade,Full Support,0.2,Start,1
Lone Druid,Enchanted Mango,Full Support,0.2,Start,1
Lone Druid,Faerie Fire,Full Support,0.2,Start,1
Lone Druid,Tango,Full Support,0.2,Start,1
Lone Druid,Observer Ward,Full Support,0.2,Start,1
Lone Druid,Wraith Band,Full Support,0.5,Early Game,1
Lone Druid,Boots of Speed,Full Support,0.17,Early Game,1
Lone Druid,Phase Boots,Full Support,0.17,Early Game,1
Lone Druid,Hand of Midas,Full Support,0.33,Mid Game,1
Lone Druid,Bracer,Full Support,0.17,Mid Game,1
Lone Druid,Ghost Scepter,Full Support,0.17,Mid Game,1
Lone Druid,Wind Waker,Full Support,0.17,Mid Game,1
Lone Druid,Eul's Scepter of Divinity,Full Support,0.17,Mid Game,1
Lone Druid,Aghanim's Shard,Full Support,0.17,Mid Game,1
Chaos Knight,Quelling Blade,Mid,0.82,Start,1
Chaos Knight,Gauntlets of Strength,Mid,0.73,Start,1
Chaos Knight,Circlet,Mid,0.73,Start,1
Chaos Knight,Tango,Mid,0.64,Start,1
Chaos Knight,Iron Branch,Mid,0.45,Start,1
Chaos Knight,Magic Stick,Mid,0.27,Start,1
Chaos Knight,Faerie Fire,Mid,0.27,Start,1
Chaos Knight,Observer Ward,Mid,0.18,Start,1
Chaos Knight,Observer and Sentry Wards,Mid,0.18,Start,1
Chaos Knight,Helm of Iron Will,Mid,0.91,Early Game,1
Chaos Knight,Power Treads,Mid,0.91,Early Game,1
Chaos Knight,Boots of Speed,Mid,0.82,Early Game,1
Chaos Knight,Armlet of Mordiggian,Mid,0.64,Early Game,1
Chaos Knight,Bracer,Mid,0.55,Early Game,1
Chaos Knight,Magic Wand,Mid,0.45,Early Game,1
Chaos Knight,Blink Dagger,Mid,0.64,Mid Game,1
Chaos Knight,Orchid Malevolence,Mid,0.55,Mid Game,1
Chaos Knight,Echo Sabre,Mid,0.55,Mid Game,1
Chaos Knight,Aghanim's Shard,Mid,0.45,Mid Game,1
Chaos Knight,Yasha,Mid,0.36,Mid Game,1
Chaos Knight,Armlet of Mordiggian,Mid,0.36,Mid Game,1
Chaos Knight,Manta Style,Mid,0.27,Mid Game,1
Chaos Knight,Shadow Blade,Mid,0.27,Mid Game,1
Chaos Knight,Black King Bar,Mid,0.27,Mid Game,1
Chaos Knight,Sange,Mid,0.27,Mid Game,1
Chaos Knight,Sange and Yasha,Mid,0.27,Mid Game,1
Chaos Knight,Monkey King Bar,Mid,0.5,Late Game,1
Chaos Knight,Bloodthorn,Mid,0.5,Late Game,1
Chaos Knight,Nullifier,Mid,0.25,Late Game,1
Chaos Knight,Shadow Blade,Mid,0.25,Late Game,1
Chaos Knight,Tango,Off Lane,0.8,Start,1
Chaos Knight,Quelling Blade,Off Lane,0.79,Start,1
Chaos Knight,Circlet,Off Lane,0.71,Start,1
Chaos Knight,Magic Stick,Off Lane,0.5,Start,1
Chaos Knight,Iron Branch,Off Lane,0.41,Start,1
Chaos Knight,Gauntlets of Strength,Off Lane,0.34,Start,1
Chaos Knight,Iron Branch,Off Lane,0.34,Start,2
Chaos Knight,Iron Branch,Off Lane,0.11,Start,3
Chaos Knight,Enchanted Mango,Off Lane,0.1,Start,1
Chaos Knight,Wraith Band,Off Lane,0.27,Early Game,1
Chaos Knight,Bracer,Off Lane,0.5,Early Game,1
Chaos Knight,Boots of Speed,Off Lane,0.68,Early Game,1
Chaos Knight,Magic Wand,Off Lane,0.45,Early Game,1
Chaos Knight,Power Treads,Off Lane,0.98,Early Game,1
Chaos Knight,Helm of Iron Will,Off Lane,0.33,Early Game,1
Chaos Knight,Armlet of Mordiggian,Off Lane,0.68,Mid Game,1
Chaos Knight,Aghanim's Scepter,Off Lane,0.45,Mid Game,1
Chaos Knight,Echo Sabre,Off Lane,0.16,Mid Game,1
Chaos Knight,Blink Dagger,Off Lane,0.36,Mid Game,1
Chaos Knight,Orchid Malevolence,Off Lane,0.84,Mid Game,1
Chaos Knight,Octarine Core,Off Lane,0.39,Mid Game,1
Chaos Knight,Shadow Blade,Off Lane,0.6,Mid Game,1
Chaos Knight,Aghanim's Shard,Off Lane,0.38,Mid Game,1
Chaos Knight,Yasha,Off Lane,0.28,Mid Game,1
Chaos Knight,Manta Style,Off Lane,0.15,Mid Game,1
Chaos Knight,Bloodthorn,Off Lane,0.72,Mid Game,1
Chaos Knight,Black King Bar,Off Lane,0.48,Mid Game,1
Chaos Knight,Sange and Yasha,Off Lane,0.11,Mid Game,1
Chaos Knight,Silver Edge,Off Lane,0.38,Late Game,1
Chaos Knight,Assault Cuirass,Off Lane,0.71,Late Game,1
Chaos Knight,Scythe of Vyse,Off Lane,0.5,Late Game,1
Chaos Knight,Boots of Travel 2,Off Lane,0.13,Late Game,1
Chaos Knight,Overwhelming Blink,Off Lane,0.67,Late Game,1
Chaos Knight,Divine Rapier,Off Lane,1.0,Late Game,1
Chaos Knight,Circlet,Semi Support,0.42,Start,1
Chaos Knight,Iron Branch,Semi Support,0.42,Start,2
Chaos Knight,Quelling Blade,Semi Support,0.33,Start,1
Chaos Knight,Boots of Speed,Semi Support,0.25,Start,1
Chaos Knight,Tango,Semi Support,0.25,Start,1
Chaos Knight,Magic Stick,Semi Support,0.25,Start,1
Chaos Knight,Slippers of Agility,Semi Support,0.17,Start,1
Chaos Knight,Magic Wand,Semi Support,0.17,Start,1
Chaos Knight,Blood Grenade,Semi Support,0.17,Start,1
Chaos Knight,Enchanted Mango,Semi Support,0.17,Start,1
Chaos Knight,Magic Wand,Semi Support,0.11,Early Game,1
Chaos Knight,Bracer,Semi Support,0.49,Early Game,1
Chaos Knight,Wraith Band,Semi Support,0.11,Early Game,1
Chaos Knight,Boots of Speed,Semi Support,0.66,Early Game,1
Chaos Knight,Power Treads,Semi Support,0.97,Early Game,1
Chaos Knight,Armlet of Mordiggian,Semi Support,0.73,Mid Game,1
Chaos Knight,Aghanim's Scepter,Semi Support,0.13,Mid Game,1
Chaos Knight,Echo Sabre,Semi Support,0.33,Mid Game,1
Chaos Knight,Aghanim's Shard,Semi Support,0.5,Mid Game,1
Chaos Knight,Octarine Core,Semi Support,0.5,Mid Game,1
Chaos Knight,Shadow Blade,Semi Support,0.75,Mid Game,1
Chaos Knight,Orchid Malevolence,Semi Support,0.5,Mid Game,1
Chaos Knight,Blink Dagger,Semi Support,0.33,Mid Game,1
Chaos Knight,Bloodthorn,Semi Support,1.0,Late Game,1
Chaos Knight,Boots of Speed,Full Support,0.27,Start,1
Chaos Knight,Magic Wand,Full Support,0.2,Start,1
Chaos Knight,Tango,Full Support,0.2,Start,1
Chaos Knight,Enchanted Mango,Full Support,0.2,Start,1
Chaos Knight,Bracer,Full Support,0.2,Start,1
Chaos Knight,Faerie Fire,Full Support,0.13,Start,1
Chaos Knight,Blood Grenade,Full Support,0.13,Start,1
Chaos Knight,Circlet,Full Support,0.13,Start,1
Chaos Knight,Quelling Blade,Full Support,0.13,Start,1
Chaos Knight,Iron Branch,Full Support,0.13,Start,2
Chaos Knight,Boots of Speed,Full Support,0.46,Early Game,1
Chaos Knight,Magic Wand,Full Support,0.13,Early Game,1
Chaos Knight,Bracer,Full Support,0.62,Early Game,1
Chaos Knight,Power Treads,Full Support,0.87,Early Game,1
Chaos Knight,Armlet of Mordiggian,Full Support,1.0,Mid Game,1
Chaos Knight,Orchid Malevolence,Full Support,0.11,Mid Game,1
Chaos Knight,Desolator,Full Support,0.25,Mid Game,1
Chaos Knight,Shadow Blade,Full Support,0.33,Mid Game,1
Chaos Knight,Silver Edge,Full Support,1.0,Mid Game,1
Chaos Knight,Bloodthorn,Full Support,1.0,Late Game,1
Chaos Knight,Blink Dagger,Full Support,1.0,Late Game,1
Meepo,Tango,Carry,0.8,Start,1
Meepo,Quelling Blade,Carry,0.77,Start,1
Meepo,Circlet,Carry,0.65,Start,2
Meepo,Iron Branch,Carry,0.59,Start,2
Meepo,Slippers of Agility,Carry,0.3,Start,1
Meepo,Circlet,Carry,0.28,Start,1
Meepo,Iron Branch,Carry,0.22,Start,1
Meepo,Iron Branch,Carry,0.16,Start,3
Meepo,Wraith Band,Carry,0.29,Early Game,1
Meepo,Boots of Speed,Carry,0.81,Early Game,1
Meepo,Wraith Band,Carry,0.13,Early Game,2
Meepo,Power Treads,Carry,1.0,Early Game,1
Meepo,Diffusal Blade,Carry,0.9,Early Game,1
Meepo,Dragon Lance,Carry,0.16,Mid Game,1
Meepo,Aghanim's Scepter,Carry,0.97,Mid Game,1
Meepo,Blink Dagger,Carry,0.8,Mid Game,1
Meepo,Aghanim's Shard,Carry,0.41,Mid Game,1
Meepo,Disperser,Carry,0.84,Mid Game,1
Meepo,Eye of Skadi,Carry,0.64,Mid Game,1
Meepo,Black King Bar,Carry,0.22,Mid Game,1
Meepo,Butterfly,Carry,0.25,Mid Game,1
Meepo,Scythe of Vyse,Carry,0.55,Mid Game,1
Meepo,Swift Blink,Carry,0.73,Mid Game,1
Meepo,Tiara of Selemene,Carry,0.13,Late Game,1
Meepo,Tango,Off Lane,0.58,Start,1
Meepo,Circlet,Off Lane,0.58,Start,2
Meepo,Quelling Blade,Off Lane,0.56,Start,1
Meepo,Slippers of Agility,Off Lane,0.38,Start,1
Meepo,Iron Branch,Off Lane,0.36,Start,2
Meepo,Circlet,Off Lane,0.31,Start,1
Meepo,Iron Branch,Off Lane,0.27,Start,3
Meepo,Iron Branch,Off Lane,0.24,Start,1
Meepo,Slippers of Agility,Off Lane,0.11,Start,2
Meepo,Bracer,Off Lane,0.16,Early Game,1
Meepo,Boots of Speed,Off Lane,0.78,Early Game,1
Meepo,Wraith Band,Off Lane,0.33,Early Game,2
Meepo,Wraith Band,Off Lane,0.16,Early Game,1
Meepo,Falcon Blade,Off Lane,0.11,Early Game,1
Meepo,Power Treads,Off Lane,1.0,Early Game,1
Meepo,Dragon Lance,Off Lane,0.2,Early Game,1
Meepo,Diffusal Blade,Off Lane,0.77,Mid Game,1
Meepo,Drum of Endurance,Off Lane,0.11,Mid Game,1
Meepo,Aghanim's Scepter,Off Lane,0.88,Mid Game,1
Meepo,Blink Dagger,Off Lane,0.93,Mid Game,1
Meepo,Aghanim's Shard,Off Lane,0.29,Mid Game,1
Meepo,Disperser,Off Lane,0.85,Mid Game,1
Meepo,Eye of Skadi,Off Lane,0.83,Mid Game,1
Meepo,Swift Blink,Off Lane,0.6,Mid Game,1
Meepo,Scythe of Vyse,Off Lane,0.42,Late Game,1
Meepo,Black King Bar,Off Lane,1.0,Late Game,1
Meepo,Tango,Semi Support,0.6,Start,1
Meepo,Iron Branch,Semi Support,0.47,Start,1
Meepo,Circlet,Semi Support,0.4,Start,1
Meepo,Blood Grenade,Semi Support,0.4,Start,1
Meepo,Sentry Ward,Semi Support,0.4,Start,1
Meepo,Boots of Speed,Semi Support,0.33,Start,1
Meepo,Quelling Blade,Semi Support,0.2,Start,1
Meepo,Observer Ward,Semi Support,0.13,Start,1
Meepo,Faerie Fire,Semi Support,0.13,Start,1
Meepo,Enchanted Mango,Semi Support,0.13,Start,1
Meepo,Dust of Appearance,Semi Support,0.13,Start,1
Meepo,Observer and Sentry Wards,Semi Support,0.13,Start,1
Meepo,Power Treads,Semi Support,0.53,Early Game,1
Meepo,Boots of Speed,Semi Support,0.47,Early Game,1
Meepo,Wraith Band,Semi Support,0.33,Early Game,1
Meepo,Magic Wand,Semi Support,0.13,Early Game,1
Meepo,Blink Dagger,Semi Support,0.64,Mid Game,1
Meepo,Aghanim's Scepter,Semi Support,0.43,Mid Game,1
Meepo,Wraith Band,Semi Support,0.29,Mid Game,1
Meepo,Dragon Lance,Semi Support,0.29,Mid Game,1
Meepo,Power Treads,Semi Support,0.29,Mid Game,1
Meepo,Diffusal Blade,Semi Support,0.21,Mid Game,1
Meepo,Disperser,Semi Support,0.14,Mid Game,1
Meepo,Vladmir's Offering,Semi Support,0.14,Mid Game,1
Meepo,Eye of Skadi,Semi Support,0.14,Mid Game,1
Meepo,Drum of Endurance,Semi Support,0.14,Mid Game,1
Meepo,Butterfly,Semi Support,0.33,Late Game,1
Meepo,Hurricane Pike,Semi Support,0.17,Late Game,1
Meepo,Eye of Skadi,Semi Support,0.17,Late Game,1
Meepo,Scythe of Vyse,Semi Support,0.17,Late Game,1
Meepo,Disperser,Semi Support,0.17,Late Game,1
Meepo,Diffusal Blade,Semi Support,0.17,Late Game,1
Meepo,Manta Style,Semi Support,0.17,Late Game,1
Meepo,Swift Blink,Semi Support,0.17,Late Game,1
Meepo,Black King Bar,Semi Support,0.17,Late Game,1
Meepo,Nullifier,Semi Support,0.17,Late Game,1
Meepo,Iron Branch,Full Support,0.85,Start,1
Meepo,Circlet,Full Support,0.85,Start,1
Meepo,Tango,Full Support,0.69,Start,1
Meepo,Quelling Blade,Full Support,0.62,Start,1
Meepo,Slippers of Agility,Full Support,0.54,Start,1
Meepo,Sentry Ward,Full Support,0.15,Start,1
Meepo,Power Treads,Full Support,0.92,Early Game,1
Meepo,Boots of Speed,Full Support,0.85,Early Game,1
Meepo,Wraith Band,Full Support,0.77,Early Game,1
Meepo,Dragon Lance,Full Support,0.15,Early Game,1
Meepo,Yasha,Full Support,0.15,Early Game,1
Meepo,Aghanim's Scepter,Full Support,1.0,Mid Game,1
Meepo,Diffusal Blade,Full Support,0.58,Mid Game,1
Meepo,Blink Dagger,Full Support,0.42,Mid Game,1
Meepo,Disperser,Full Support,0.25,Mid Game,1
Meepo,Aghanim's Shard,Full Support,0.17,Mid Game,1
Meepo,Scythe of Vyse,Full Support,0.5,Late Game,1
Meepo,Blink Dagger,Full Support,0.5,Late Game,1
Treant Protector,Quelling Blade,Carry,0.67,Start,1
Treant Protector,Iron Branch,Carry,0.56,Start,1
Treant Protector,Gauntlets of Strength,Carry,0.56,Start,1
Treant Protector,Tango,Carry,0.44,Start,1
Treant Protector,Circlet,Carry,0.33,Start,1
Treant Protector,Blood Grenade,Carry,0.22,Start,1
Treant Protector,Gloves of Haste,Carry,0.22,Start,1
Treant Protector,Sentry Ward,Carry,0.11,Start,1
Treant Protector,Observer Ward,Carry,0.11,Start,1
Treant Protector,Observer and Sentry Wards,Carry,0.11,Start,1
Treant Protector,Enchanted Mango,Carry,0.11,Start,1
Treant Protector,Boots of Speed,Carry,0.78,Early Game,1
Treant Protector,Power Treads,Carry,0.56,Early Game,1
Treant Protector,Magic Wand,Carry,0.33,Early Game,1
Treant Protector,Bracer,Carry,0.33,Early Game,1
Treant Protector,Arcane Boots,Carry,0.22,Early Game,1
Treant Protector,Wraith Band,Carry,0.22,Early Game,1
Treant Protector,Hand of Midas,Carry,0.11,Early Game,1
Treant Protector,Mask of Madness,Carry,0.11,Early Game,1
Treant Protector,Morbid Mask,Carry,0.11,Early Game,1
Treant Protector,Phase Boots,Carry,0.11,Early Game,1
Treant Protector,Echo Sabre,Carry,0.29,Mid Game,1
Treant Protector,Radiance,Carry,0.29,Mid Game,1
Treant Protector,Hand of Midas,Carry,0.14,Mid Game,1
Treant Protector,Blink Dagger,Carry,0.14,Mid Game,1
Treant Protector,Pavise,Carry,0.14,Mid Game,1
Treant Protector,Aghanim's Shard,Carry,0.14,Mid Game,1
Treant Protector,Aghanim's Scepter,Carry,0.14,Mid Game,1
Treant Protector,Phylactery,Carry,0.14,Mid Game,1
Treant Protector,Assault Cuirass,Carry,0.14,Mid Game,1
Treant Protector,Sange,Carry,0.14,Mid Game,1
Treant Protector,Harpoon,Carry,0.14,Mid Game,1
Treant Protector,Crystalys,Carry,0.14,Mid Game,1
Treant Protector,Sange and Yasha,Carry,0.14,Mid Game,1
Treant Protector,Daedalus,Carry,1.0,Late Game,1
Treant Protector,Tango,Mid,0.83,Start,1
Treant Protector,Iron Branch,Mid,0.83,Start,1
Treant Protector,Gauntlets of Strength,Mid,0.5,Start,1
Treant Protector,Observer Ward,Mid,0.5,Start,1
Treant Protector,Quelling Blade,Mid,0.33,Start,1
Treant Protector,Circlet,Mid,0.33,Start,1
Treant Protector,Faerie Fire,Mid,0.33,Start,1
Treant Protector,Slippers of Agility,Mid,0.17,Start,1
Treant Protector,Blood Grenade,Mid,0.17,Start,1
Treant Protector,Boots of Speed,Mid,0.83,Early Game,1
Treant Protector,Magic Wand,Mid,0.67,Early Game,1
Treant Protector,Bracer,Mid,0.33,Early Game,1
Treant Protector,Wind Lace,Mid,0.33,Early Game,1
Treant Protector,Bottle,Mid,0.33,Early Game,1
Treant Protector,Phase Boots,Mid,0.33,Early Game,1
Treant Protector,Drum of Endurance,Mid,0.17,Early Game,1
Treant Protector,Ring of Basilius,Mid,0.17,Early Game,1
Treant Protector,Hand of Midas,Mid,0.17,Early Game,1
Treant Protector,Soul Ring,Mid,0.17,Early Game,1
Treant Protector,Wraith Band,Mid,0.17,Early Game,1
Treant Protector,Orb of Corrosion,Mid,0.17,Early Game,1
Treant Protector,Power Treads,Mid,0.17,Early Game,1
Treant Protector,Aghanim's Shard,Mid,0.5,Mid Game,1
Treant Protector,Echo Sabre,Mid,0.33,Mid Game,1
Treant Protector,Arcane Boots,Mid,0.17,Mid Game,1
Treant Protector,Pipe of Insight,Mid,0.17,Mid Game,1
Treant Protector,Hand of Midas,Mid,0.17,Mid Game,1
Treant Protector,Holy Locket,Mid,0.17,Mid Game,1
Treant Protector,Vladmir's Offering,Mid,0.17,Mid Game,1
Treant Protector,Drum of Endurance,Mid,0.17,Mid Game,1
Treant Protector,Boots of Speed,Mid,0.17,Mid Game,1
Treant Protector,Power Treads,Mid,0.17,Mid Game,1
Treant Protector,Blink Dagger,Mid,0.17,Mid Game,1
Treant Protector,Harpoon,Mid,0.17,Mid Game,1
Treant Protector,Blink Dagger,Mid,0.33,Late Game,1
Treant Protector,Tiara of Selemene,Mid,0.33,Late Game,1
Treant Protector,Boots of Bearing,Mid,0.33,Late Game,1
Treant Protector,Heaven's Halberd,Mid,0.33,Late Game,1
Treant Protector,Sange,Mid,0.33,Late Game,1
Treant Protector,Black King Bar,Mid,0.33,Late Game,1
Treant Protector,Iron Branch,Off Lane,0.6,Start,1
Treant Protector,Tango,Off Lane,0.6,Start,1
Treant Protector,Gauntlets of Strength,Off Lane,0.6,Start,1
Treant Protector,Circlet,Off Lane,0.33,Start,1
Treant Protector,Enchanted Mango,Off Lane,0.27,Start,1
Treant Protector,Quelling Blade,Off Lane,0.2,Start,1
Treant Protector,Magic Wand,Off Lane,0.13,Start,1
Treant Protector,Faerie Fire,Off Lane,0.13,Start,1
Treant Protector,Ring of Protection,Off Lane,0.13,Start,1
Treant Protector,Magic Stick,Off Lane,0.13,Start,1
Treant Protector,Boots of Speed,Off Lane,0.87,Early Game,1
Treant Protector,Magic Wand,Off Lane,0.47,Early Game,1
Treant Protector,Bracer,Off Lane,0.47,Early Game,1
Treant Protector,Phase Boots,Off Lane,0.4,Early Game,1
Treant Protector,Power Treads,Off Lane,0.33,Early Game,1
Treant Protector,Soul Ring,Off Lane,0.33,Early Game,1
Treant Protector,Wind Lace,Off Lane,0.2,Early Game,1
Treant Protector,Wraith Band,Off Lane,0.13,Early Game,1
Treant Protector,Aghanim's Shard,Off Lane,0.36,Mid Game,1
Treant Protector,Blink Dagger,Off Lane,0.21,Mid Game,1
Treant Protector,Echo Sabre,Off Lane,0.21,Mid Game,1
Treant Protector,Hand of Midas,Off Lane,0.21,Mid Game,1
Treant Protector,Pipe of Insight,Off Lane,0.21,Mid Game,1
Treant Protector,Magic Wand,Off Lane,0.14,Mid Game,1
Treant Protector,Aghanim's Scepter,Off Lane,0.14,Mid Game,1
Treant Protector,Assault Cuirass,Off Lane,0.33,Late Game,1
Treant Protector,Hand of Midas,Off Lane,0.33,Late Game,1
Treant Protector,Tiara of Selemene,Off Lane,0.33,Late Game,1
Treant Protector,Octarine Core,Off Lane,0.33,Late Game,1
Treant Protector,Refresher Orb,Off Lane,0.33,Late Game,1
Treant Protector,Boots of Travel,Off Lane,0.33,Late Game,1
Treant Protector,Harpoon,Off Lane,0.33,Late Game,1
Treant Protector,Skull Basher,Off Lane,0.33,Late Game,1
Treant Protector,Blood Grenade,Semi Support,0.91,Start,1
Treant Protector,Tango,Semi Support,0.88,Start,1
Treant Protector,Sentry Ward,Semi Support,0.56,Start,1
Treant Protector,Observer and Sentry Wards,Semi Support,0.47,Start,1
Treant Protector,Iron Branch,Semi Support,0.38,Start,2
Treant Protector,Magic Stick,Semi Support,0.38,Start,1
Treant Protector,Enchanted Mango,Semi Support,0.32,Start,1
Treant Protector,Faerie Fire,Semi Support,0.26,Start,1
Treant Protector,Iron Branch,Semi Support,0.26,Start,1
Treant Protector,Orb of Venom,Semi Support,0.26,Start,1
Treant Protector,Wind Lace,Semi Support,0.18,Start,1
Treant Protector,Observer Ward,Semi Support,0.12,Start,1
Treant Protector,Boots of Speed,Semi Support,0.68,Early Game,1
Treant Protector,Ring of Basilius,Semi Support,0.57,Early Game,1
Treant Protector,Wind Lace,Semi Support,0.38,Early Game,1
Treant Protector,Magic Wand,Semi Support,0.55,Early Game,1
Treant Protector,Arcane Boots,Semi Support,0.64,Early Game,1
Treant Protector,Pavise,Semi Support,0.22,Mid Game,1
