white_player;white_elo;black_player;black_elo;result;moves;site;date;slug;id;format;eco
Robson, Ray;2687;Vidit, Santosh Gujrathi;2720.0;1-0;54;Chennai;2025-08-08;robson-vidit-r2-chennai-2025-08-08;10522821;1;D05
Pranav, V.;2597;Keymer, Vincent;2730.0;0-1;46;Chennai;2025-08-08;pranav-keymer-r2-chennai-2025-08-08;10522816;1;B51
Van Foreest, Jorden;2697;Erigaisi, Arjun Kumar;2776.0;1/2-1/2;42;Chennai;2025-08-08;van-foreest-erigaisi-r2-chennai-2025-08-08;10517497;1;D79
Schoppen, Casper;2544;Rapport, Richard;2716.0;1-0;39;Ankara;2025-08-07;schoppen-rapport-r5.20-ankara-2025-08-07;10517429;1;A15
Mamedyarov, Shakhriyar;2746;Saric, Ivan;2661.0;1/2-1/2;37;Ankara;2025-08-07;mamedyarov-saric-r5.19-ankara-2025-08-07;10517404;1;E73
Giri, Anish;2748;Robson, Ray;2687.0;1/2-1/2;59;Chennai;2025-08-07;giri-robson-r1-chennai-2025-08-07;10517362;1;C42
Keymer, Vincent;2730;Nihal, Sarin;2692.0;1-0;52;Chennai;2025-08-07;keymer-nihal-r1-chennai-2025-08-07;10517350;1;D91
Erigaisi, Arjun Kumar;2776;Liang, Awonder;2696.0;1-0;49;Chennai;2025-08-07;erigaisi-liang-r1-chennai-2025-08-07;10517349;1;C53
Vidit, Santosh Gujrathi;2720;Van Foreest, Jorden;2697.0;1/2-1/2;48;Chennai;2025-08-07;vidit-van-foreest-r1-chennai-2025-08-07;10517346;1;E81
Rapport, Richard;2716;Eren, Ataberk;2427.0;1-0;72;Ankara;2025-08-07;rapport-eren-r4.20-ankara-2025-08-07;10517325;1;C77
Duda, Jan Krzysztof;2725;Gukesh, Dommaraju;2776.0;1-0;32;Katowice;2025-08-07;duda-gukesh-r6-katowice-2025-08-07;10517321;2;C48
Gukesh, Dommaraju;2776;Duda, Jan Krzysztof;2725.0;0-1;45;Katowice;2025-08-07;gukesh-duda-r5-katowice-2025-08-07;10517318;2;A09
Duda, Jan Krzysztof;2725;Gukesh, Dommaraju;2776.0;1-0;45;Katowice;2025-08-07;duda-gukesh-r4-katowice-2025-08-07;10517315;2;C48
Gukesh, Dommaraju;2776;Duda, Jan Krzysztof;2725.0;0-1;38;Katowice;2025-08-07;gukesh-duda-r3-katowice-2025-08-07;10517312;2;A09
Duda, Jan Krzysztof;2725;Gukesh, Dommaraju;2776.0;1-0;68;Katowice;2025-08-07;duda-gukesh-r2-katowice-2025-08-07;10517307;2;C48
Gukesh, Dommaraju;2776;Duda, Jan Krzysztof;2725.0;1-0;45;Katowice;2025-08-07;gukesh-duda-r1-katowice-2025-08-07;10517297;2;A09
Murzin, Volodar;2678;Mamedyarov, Shakhriyar;2746.0;1/2-1/2;31;Ankara;2025-08-07;murzin-mamedyarov-r4.19-ankara-2025-08-07;10517287;1;B40
Rapport, Richard;2716;Ioannidis, Evgenios;2491.0;1-0;52;Ankara;2025-08-06;rapport-ioannidis-r3.25-ankara-2025-08-06;10517228;1;C55
Mammadov, Zaur Fazahir Oglu;2430;Rapport, Richard;2716.0;1/2-1/2;31;Ankara;2025-08-04;mammadov-rapport-r1.32-ankara-2025-08-04;10558966;1;C02
Rapport, Richard;2716;Mammadov, Zaur;2430.0;1/2-1/2;31;Ankara;2025-08-04;rapport-mammadov-r1-ankara-2025-08-04;10516948;1;C02
Maghsoodloo, Parham;2701;Sapenov, Daniyal;2462.0;0-1;54;Almaty;2025-08-03;maghsoodloo-sapenov-r13-almaty-2025-08-03;10522527;1;A18
Ansat, Aldiyar;2493;Maghsoodloo, Parham;2701.0;0-1;29;Almaty;2025-08-03;ansat-maghsoodloo-r14-almaty-2025-08-03;10516718;1;C77
Murzin, Volodar;2654;Maghsoodloo, Parham;2701.0;0-1;42;Almaty;2025-08-03;murzin-maghsoodloo-r12-almaty-2025-08-03;10516711;1;B51
Maghsoodloo, Parham;2701;Narayanan, Sunilduth Lyna;2641.0;1-0;34;Almaty;2025-08-03;maghsoodloo-narayanan-r11-almaty-2025-08-03;10516706;1;A28
Kamalidenova, Meruert;2290;Maghsoodloo, Parham;2701.0;0-1;77;Almaty;2025-08-03;kamalidenova-maghsoodloo-r10-almaty-2025-08-03;10516704;1;B43
Maghsoodloo, Parham;2701;Grischuk, Alexander;2686.0;0-1;56;Almaty;2025-08-03;maghsoodloo-grischuk-r9-almaty-2025-08-03;10516698;1;C65
Maghsoodloo, Parham;2701;Makhnev, Denis;2517.0;0-1;58;Almaty;2025-08-03;maghsoodloo-makhnev-r8-almaty-2025-08-03;10516696;1;E48
Maghsoodloo, Parham;2701;Ansat, Aldiyar;2493.0;1-0;73;Almaty;2025-08-03;maghsoodloo-ansat-r7-almaty-2025-08-03;10516690;1;D35
Sapenov, Daniyal;2462;Maghsoodloo, Parham;2701.0;0-1;50;Almaty;2025-08-03;sapenov-maghsoodloo-r6-almaty-2025-08-03;10516687;1;B94
Maghsoodloo, Parham;2701;Murzin, Volodar;2654.0;1/2-1/2;63;Almaty;2025-08-03;maghsoodloo-murzin-r5-almaty-2025-08-03;10516683;1;A07
Narayanan, Sunilduth Lyna;2641;Maghsoodloo, Parham;2701.0;0-1;47;Almaty;2025-08-03;narayanan-maghsoodloo-r4-almaty-2025-08-03;10516678;1;D18
Maghsoodloo, Parham;2701;Kamalidenova, Meruert;2290.0;1-0;32;Almaty;2025-08-03;maghsoodloo-kamalidenova-r3-almaty-2025-08-03;10516676;1;D32
Grischuk, Alexander;2686;Maghsoodloo, Parham;2701.0;1/2-1/2;52;Almaty;2025-08-03;grischuk-maghsoodloo-r2-almaty-2025-08-03;10516669;1;C78
Makhnev, Denis;2517;Maghsoodloo, Parham;2701.0;0-1;33;Almaty;2025-08-03;makhnev-maghsoodloo-r1-almaty-2025-08-03;10516668;1;A06
Firouzja, Alireza;2766;Carlsen, Magnus;2839.0;1-0;54;Riyadh;2025-08-01;firouzja-carlsen-r3.2-riyadh-2025-08-01;10521183;2;D00
Firouzja, Alireza;2766;Carlsen, Magnus;2839.0;0-1;39;Riyadh;2025-08-01;firouzja-carlsen-r3.2-riyadh-2025-08-01;10521182;2;A45
Carlsen, Magnus;2839;Firouzja, Alireza;2766.0;1-0;39;Riyadh;2025-08-01;carlsen-firouzja-r3.2-riyadh-2025-08-01;10521181;2;B10
Carlsen, Magnus;2839;Firouzja, Alireza;2766.0;1-0;60;Riyadh;2025-08-01;carlsen-firouzja-r3.2-riyadh-2025-08-01;10521180;2;B10
Nakamura, Hikaru;2807;Erigaisi, Arjun Kumar;2776.0;1-0;80;Riyadh;2025-08-01;nakamura-erigaisi-r3.1-riyadh-2025-08-01;10521179;2;D11
Nakamura, Hikaru;2807;Erigaisi, Arjun Kumar;2776.0;1-0;92;Riyadh;2025-08-01;nakamura-erigaisi-r3.1-riyadh-2025-08-01;10521178;2;D30
Nakamura, Hikaru;2807;Erigaisi, Arjun Kumar;2776.0;1/2-1/2;28;Riyadh;2025-08-01;nakamura-erigaisi-r3.1-riyadh-2025-08-01;10521177;2;D11
Firouzja, Alireza;2766;Carlsen, Magnus;2839.0;1/2-1/2;44;Riyadh;2025-08-01;firouzja-carlsen-r3.1-riyadh-2025-08-01;10521176;2;A45
Firouzja, Alireza;2766;Carlsen, Magnus;2839.0;0-1;34;Riyadh;2025-08-01;firouzja-carlsen-r3.1-riyadh-2025-08-01;10521175;2;A45
Erigaisi, Arjun Kumar;2776;Nakamura, Hikaru;2807.0;1-0;33;Riyadh;2025-08-01;erigaisi-nakamura-r3.1-riyadh-2025-08-01;10521174;2;D30
Erigaisi, Arjun Kumar;2776;Nakamura, Hikaru;2807.0;1-0;34;Riyadh;2025-08-01;erigaisi-nakamura-r3.1-riyadh-2025-08-01;10521173;2;D06
Erigaisi, Arjun Kumar;2776;Nakamura, Hikaru;2807.0;0-1;46;Riyadh;2025-08-01;erigaisi-nakamura-r3.1-riyadh-2025-08-01;10521172;2;D31
Carlsen, Magnus;2839;Firouzja, Alireza;2766.0;1-0;45;Riyadh;2025-08-01;carlsen-firouzja-r3.1-riyadh-2025-08-01;10521171;2;B10
Carlsen, Magnus;2839;Firouzja, Alireza;2766.0;1/2-1/2;58;Riyadh;2025-08-01;carlsen-firouzja-r3.1-riyadh-2025-08-01;10521170;2;B10
Nakamura, Hikaru;2807;Carlsen, Magnus;2839.0;1/2-1/2;43;Riyadh;2025-07-31;nakamura-carlsen-r2.1-riyadh-2025-07-31;10521169;2;E06
Nakamura, Hikaru;2807;Carlsen, Magnus;2839.0;1-0;39;Riyadh;2025-07-31;nakamura-carlsen-r2.1-riyadh-2025-07-31;10521168;2;E06
Nakamura, Hikaru;2807;Carlsen, Magnus;2839.0;0-1;37;Riyadh;2025-07-31;nakamura-carlsen-r2.1-riyadh-2025-07-31;10521167;2;E06
Firouzja, Alireza;2766;Erigaisi, Arjun Kumar;2776.0;1-0;58;Riyadh;2025-07-31;firouzja-erigaisi-r2.1-riyadh-2025-07-31;10521166;2;A45
Firouzja, Alireza;2766;Erigaisi, Arjun Kumar;2776.0;1-0;58;Riyadh;2025-07-31;firouzja-erigaisi-r2.1-riyadh-2025-07-31;10521165;2;A45
Firouzja, Alireza;2766;Erigaisi, Arjun Kumar;2776.0;1-0;26;Riyadh;2025-07-31;firouzja-erigaisi-r2.1-riyadh-2025-07-31;10521164;2;D37
Erigaisi, Arjun Kumar;2776;Firouzja, Alireza;2766.0;1/2-1/2;64;Riyadh;2025-07-31;erigaisi-firouzja-r2.1-riyadh-2025-07-31;10521163;2;C42
Erigaisi, Arjun Kumar;2776;Firouzja, Alireza;2766.0;1/2-1/2;58;Riyadh;2025-07-31;erigaisi-firouzja-r2.1-riyadh-2025-07-31;10521162;2;C42
Carlsen, Magnus;2839;Nakamura, Hikaru;2807.0;0-1;39;Riyadh;2025-07-31;carlsen-nakamura-r2.1-riyadh-2025-07-31;10521161;2;D06
Carlsen, Magnus;2839;Nakamura, Hikaru;2807.0;1/2-1/2;31;Riyadh;2025-07-31;carlsen-nakamura-r2.1-riyadh-2025-07-31;10521160;2;D06
Carlsen, Magnus;2839;Nakamura, Hikaru;2807.0;1-0;43;Riyadh;2025-07-31;carlsen-nakamura-r2.1-riyadh-2025-07-31;10521159;2;D06
Carlsen, Magnus;2839;Nakamura, Hikaru;2807.0;1-0;48;Riyadh;2025-07-31;carlsen-nakamura-r2.1-riyadh-2025-07-31;10521158;2;D06
Nihal, Sarin;2692;Carlsen, Magnus;2839.0;0-1;70;Riyadh;2025-07-31;nihal-carlsen-r1.1-riyadh-2025-07-31;10521157;2;A47
Nepomniachtchi, Ian;2742;Erigaisi, Arjun Kumar;2776.0;0-1;46;Riyadh;2025-07-31;nepomniachtchi-erigaisi-r1.1-riyadh-2025-07-31;10521156;2;B40
Nepomniachtchi, Ian;2742;Erigaisi, Arjun Kumar;2776.0;0-1;41;Riyadh;2025-07-31;nepomniachtchi-erigaisi-r1.1-riyadh-2025-07-31;10521155;2;E04
Nakamura, Hikaru;2807;Aronian, Levon;2742.0;1-0;41;Riyadh;2025-07-31;nakamura-aronian-r1.1-riyadh-2025-07-31;10521154;2;D35
Nakamura, Hikaru;2807;Aronian, Levon;2742.0;1-0;26;Riyadh;2025-07-31;nakamura-aronian-r1.1-riyadh-2025-07-31;10521153;2;E32
Firouzja, Alireza;2766;Abdusattorov, Nodirbek;2771.0;1/2-1/2;58;Riyadh;2025-07-31;firouzja-abdusattorov-r1.1-riyadh-2025-07-31;10521152;2;A45
Firouzja, Alireza;2766;Abdusattorov, Nodirbek;2771.0;1-0;79;Riyadh;2025-07-31;firouzja-abdusattorov-r1.1-riyadh-2025-07-31;10521151;2;A45
Erigaisi, Arjun Kumar;2776;Nepomniachtchi, Ian;2742.0;1/2-1/2;55;Riyadh;2025-07-31;erigaisi-nepomniachtchi-r1.1-riyadh-2025-07-31;10521150;2;B92
Erigaisi, Arjun Kumar;2776;Nepomniachtchi, Ian;2742.0;0-1;34;Riyadh;2025-07-31;erigaisi-nepomniachtchi-r1.1-riyadh-2025-07-31;10521149;2;B92
Carlsen, Magnus;2839;Nihal, Sarin;2692.0;1/2-1/2;66;Riyadh;2025-07-31;carlsen-nihal-r1.1-riyadh-2025-07-31;10521148;2;E01
Carlsen, Magnus;2839;Nihal, Sarin;2692.0;1-0;30;Riyadh;2025-07-31;carlsen-nihal-r1.1-riyadh-2025-07-31;10521147;2;D30
Aronian, Levon;2742;Nakamura, Hikaru;2807.0;1/2-1/2;93;Riyadh;2025-07-31;aronian-nakamura-r1.1-riyadh-2025-07-31;10521146;2;C67
Aronian, Levon;2742;Nakamura, Hikaru;2807.0;1-0;27;Riyadh;2025-07-31;aronian-nakamura-r1.1-riyadh-2025-07-31;10521145;2;C67
Abdusattorov, Nodirbek;2771;Firouzja, Alireza;2766.0;0-1;62;Riyadh;2025-07-31;abdusattorov-firouzja-r1.1-riyadh-2025-07-31;10521144;2;D04
Abdusattorov, Nodirbek;2771;Firouzja, Alireza;2766.0;1/2-1/2;66;Riyadh;2025-07-31;abdusattorov-firouzja-r1.1-riyadh-2025-07-31;10521143;2;B10
Abdusattorov, Nodirbek;2771;Duda, Jan Krzysztof;2725.0;1-0;5;Riyadh;2025-07-30;abdusattorov-duda-r4.3-riyadh-2025-07-30;10520166;2;C47
Abdusattorov, Nodirbek;2771;Duda, Jan Krzysztof;2725.0;1/2-1/2;40;Riyadh;2025-07-30;abdusattorov-duda-r4.2-riyadh-2025-07-30;10520165;2;B52
Duda, Jan Krzysztof;2725;Abdusattorov, Nodirbek;2771.0;1/2-1/2;40;Riyadh;2025-07-30;duda-abdusattorov-r4.1-riyadh-2025-07-30;10520164;2;E10
Abdusattorov, Nodirbek;2771;Caruana, Fabiano;2784.0;1-0;66;Riyadh;2025-07-30;abdusattorov-caruana-r3.3-riyadh-2025-07-30;10520163;2;C50
Abdusattorov, Nodirbek;2771;Caruana, Fabiano;2784.0;0-1;50;Riyadh;2025-07-30;abdusattorov-caruana-r3.2-riyadh-2025-07-30;10520162;2;B22
Caruana, Fabiano;2784;Abdusattorov, Nodirbek;2771.0;0-1;72;Riyadh;2025-07-30;caruana-abdusattorov-r3.1-riyadh-2025-07-30;10520161;2;A05
Wei, Yi;2748;Nakamura, Hikaru;2807.0;0-1;46;Riyadh;2025-07-30;wei-nakamura-r4.3-riyadh-2025-07-30;10520154;2;C43
Wei, Yi;2748;Nakamura, Hikaru;2807.0;1/2-1/2;88;Riyadh;2025-07-30;wei-nakamura-r4.2-riyadh-2025-07-30;10520153;2;C43
Nakamura, Hikaru;2807;Wei, Yi;2748.0;1/2-1/2;97;Riyadh;2025-07-30;nakamura-wei-r4.1-riyadh-2025-07-30;10520152;2;E00
Sindarov, Javokhir;2722;Wei, Yi;2748.0;0-1;47;Riyadh;2025-07-30;sindarov-wei-r3.2-riyadh-2025-07-30;10520151;2;C43
Wei, Yi;2748;Sindarov, Javokhir;2722.0;1-0;24;Riyadh;2025-07-30;wei-sindarov-r3.1-riyadh-2025-07-30;10520150;2;C23
Nihal, Sarin;2692;Vachier Lagrave, Maxime;2736.0;1-0;69;Riyadh;2025-07-30;nihal-vachier-lagrave-r4.2-riyadh-2025-07-30;10520142;2;A48
Vachier Lagrave, Maxime;2736;Nihal, Sarin;2692.0;1/2-1/2;100;Riyadh;2025-07-30;vachier-lagrave-nihal-r4.1-riyadh-2025-07-30;10520141;2;C70
Giri, Anish;2748;Nihal, Sarin;2692.0;0-1;77;Riyadh;2025-07-30;giri-nihal-r3.2-riyadh-2025-07-30;10520140;2;B00
Nihal, Sarin;2692;Giri, Anish;2748.0;1-0;76;Riyadh;2025-07-30;nihal-giri-r3.1-riyadh-2025-07-30;10520139;2;A00
Esipenko, Andrey;2679;Nepomniachtchi, Ian;2742.0;1/2-1/2;63;Riyadh;2025-07-30;esipenko-nepomniachtchi-r4.3-riyadh-2025-07-30;10520131;2;C47
Nepomniachtchi, Ian;2742;Esipenko, Andrey;2679.0;1-0;39;Riyadh;2025-07-30;nepomniachtchi-esipenko-r4.2-riyadh-2025-07-30;10520130;2;C78
Esipenko, Andrey;2679;Nepomniachtchi, Ian;2742.0;1-0;52;Riyadh;2025-07-30;esipenko-nepomniachtchi-r4.1-riyadh-2025-07-30;10520129;2;C47
Artemiev, Vladislav;2672;Nepomniachtchi, Ian;2742.0;1/2-1/2;62;Riyadh;2025-07-30;artemiev-nepomniachtchi-r3.2-riyadh-2025-07-30;10520128;2;A28
Nepomniachtchi, Ian;2742;Artemiev, Vladislav;2672.0;1-0;52;Riyadh;2025-07-30;nepomniachtchi-artemiev-r3.1-riyadh-2025-07-30;10520127;2;C65
Duda, Jan Krzysztof;2725;Carlsen, Magnus;2839.0;1/2-1/2;57;Riyadh;2025-07-29;duda-carlsen-r2.2-riyadh-2025-07-29;10520160;2;C55
Carlsen, Magnus;2839;Duda, Jan Krzysztof;2725.0;1-0;47;Riyadh;2025-07-29;carlsen-duda-r2.1-riyadh-2025-07-29;10520159;2;E02
Duda, Jan Krzysztof;2725;Caruana, Fabiano;2784.0;1-0;43;Riyadh;2025-07-29;duda-caruana-r1.2-riyadh-2025-07-29;10520158;2;D21
Abdusattorov, Nodirbek;2771;Carlsen, Magnus;2839.0;1/2-1/2;47;Riyadh;2025-07-29;abdusattorov-carlsen-r1.2-riyadh-2025-07-29;10520157;2;C45
Caruana, Fabiano;2784;Duda, Jan Krzysztof;2725.0;1/2-1/2;81;Riyadh;2025-07-29;caruana-duda-r1.1-riyadh-2025-07-29;10520156;2;C25
Carlsen, Magnus;2839;Abdusattorov, Nodirbek;2771.0;1-0;57;Riyadh;2025-07-29;carlsen-abdusattorov-r1.1-riyadh-2025-07-29;10520155;2;D37
Nakamura, Hikaru;2807;Firouzja, Alireza;2766.0;1/2-1/2;94;Riyadh;2025-07-29;nakamura-firouzja-r2.3-riyadh-2025-07-29;10520149;2;C24
Nakamura, Hikaru;2807;Firouzja, Alireza;2766.0;1/2-1/2;28;Riyadh;2025-07-29;nakamura-firouzja-r2.2-riyadh-2025-07-29;10520148;2;B12
Firouzja, Alireza;2766;Nakamura, Hikaru;2807.0;1/2-1/2;32;Riyadh;2025-07-29;firouzja-nakamura-r2.1-riyadh-2025-07-29;10520147;2;A45
Wei, Yi;2748;Firouzja, Alireza;2766.0;1/2-1/2;47;Riyadh;2025-07-29;wei-firouzja-r1.2-riyadh-2025-07-29;10520146;2;C55
Sindarov, Javokhir;2722;Nakamura, Hikaru;2807.0;0-1;60;Riyadh;2025-07-29;sindarov-nakamura-r1.2-riyadh-2025-07-29;10520145;2;C43
Nakamura, Hikaru;2807;Sindarov, Javokhir;2722.0;1-0;59;Riyadh;2025-07-29;nakamura-sindarov-r1.1-riyadh-2025-07-29;10520144;2;C69
Firouzja, Alireza;2766;Wei, Yi;2748.0;1-0;55;Riyadh;2025-07-29;firouzja-wei-r1.1-riyadh-2025-07-29;10520143;2;A45
Erigaisi, Arjun Kumar;2776;Vachier Lagrave, Maxime;2736.0;1-0;89;Riyadh;2025-07-29;erigaisi-vachier-lagrave-r2.3-riyadh-2025-07-29;10520138;2;D80
Erigaisi, Arjun Kumar;2776;Vachier Lagrave, Maxime;2736.0;0-1;84;Riyadh;2025-07-29;erigaisi-vachier-lagrave-r2.2-riyadh-2025-07-29;10520137;2;E17
Vachier Lagrave, Maxime;2736;Erigaisi, Arjun Kumar;2776.0;0-1;31;Riyadh;2025-07-29;vachier-lagrave-erigaisi-r2.1-riyadh-2025-07-29;10520136;2;C11
Nihal, Sarin;2692;Erigaisi, Arjun Kumar;2776.0;0-1;83;Riyadh;2025-07-29;nihal-erigaisi-r1.2-riyadh-2025-07-29;10520135;2;A15
Giri, Anish;2748;Vachier Lagrave, Maxime;2736.0;1/2-1/2;62;Riyadh;2025-07-29;giri-vachier-lagrave-r1.2-riyadh-2025-07-29;10520134;1;A06
Vachier Lagrave, Maxime;2736;Giri, Anish;2748.0;1-0;46;Riyadh;2025-07-29;vachier-lagrave-giri-r1.1-riyadh-2025-07-29;10520133;1;C42
Erigaisi, Arjun Kumar;2776;Nihal, Sarin;2692.0;1-0;60;Riyadh;2025-07-29;erigaisi-nihal-r1.1-riyadh-2025-07-29;10520132;2;D30
Esipenko, Andrey;2679;Aronian, Levon;2742.0;0-1;25;Riyadh;2025-07-29;esipenko-aronian-r2.2-riyadh-2025-07-29;10520126;2;D01
Aronian, Levon;2742;Esipenko, Andrey;2679.0;1-0;42;Riyadh;2025-07-29;aronian-esipenko-r2.1-riyadh-2025-07-29;10520125;2;C55
Artemiev, Vladislav;2672;Aronian, Levon;2742.0;1/2-1/2;39;Riyadh;2025-07-29;artemiev-aronian-r1.3-riyadh-2025-07-29;10520124;2;A15
Esipenko, Andrey;2679;Nepomniachtchi, Ian;2742.0;1-0;123;Riyadh;2025-07-29;esipenko-nepomniachtchi-r1.2-riyadh-2025-07-29;10520123;2;D01
Artemiev, Vladislav;2672;Aronian, Levon;2742.0;1-0;35;Riyadh;2025-07-29;artemiev-aronian-r1.2-riyadh-2025-07-29;10520122;2;E20
Nepomniachtchi, Ian;2742;Esipenko, Andrey;2679.0;1/2-1/2;37;Riyadh;2025-07-29;nepomniachtchi-esipenko-r1.1-riyadh-2025-07-29;10520121;2;C67
Aronian, Levon;2742;Artemiev, Vladislav;2672.0;1-0;95;Riyadh;2025-07-29;aronian-artemiev-r1.1-riyadh-2025-07-29;10520120;2;B12
Demchenko, Anton;2610;Rapport, Richard;2715.0;0-1;65;Oskemen;2025-07-29;demchenko-rapport-r9-oskemen-2025-07-29;10512372;1;B30
Rapport, Richard;2715;Grebnev, Aleksey;2582.0;1/2-1/2;82;Oskemen;2025-07-28;rapport-grebnev-r8-oskemen-2025-07-28;10512313;1;C42
Rapport, Richard;2715;Sethuraman, SP.;2554.0;1/2-1/2;87;Oskemen;2025-07-27;rapport-sethuraman-r7-oskemen-2025-07-27;10512247;1;C50
Narayanan, Sunilduth Lyna;2597;Rapport, Richard;2715.0;1/2-1/2;30;Oskemen;2025-07-26;narayanan-rapport-r6-oskemen-2025-07-26;10507020;1;E73
Sultanbek, Zeinep;2067;Rapport, Richard;2715.0;0-1;52;Oskemen;2025-07-25;sultanbek-rapport-r5-oskemen-2025-07-25;10506879;1;A46
Rapport, Richard;2715;Ilamparthi A R;2500.0;1-0;45;Oskemen;2025-07-24;rapport-ilamparthi-r4-oskemen-2025-07-24;10506806;1;A48
Fedoseev, Vladimir1;2739;Salem, AR Saleh;2627.0;1-0;32;Biel;2025-07-24;fedoseev-salem-r3-biel-2025-07-24;10506783;1;D80
Murzin, Volodar;2671;Aravindh, Chithambaram VR;2724.0;1/2-1/2;37;Biel;2025-07-24;murzin-aravindh-r3-biel-2025-07-24;10506718;1;D02
Rapport, Richard;2715;Akhmedinov, Satbek;2365.0;1-0;44;Oskemen;2025-07-24;rapport-akhmedinov-r3-oskemen-2025-07-24;10506471;1;A05
Fedoseev, Vladimir1;2739;Murzin, Volodar;2671.0;0-1;72;Biel;2025-07-23;fedoseev-murzin-r2-biel-2025-07-23;10506443;1;D10
Salem, AR Saleh;2627;Aravindh, Chithambaram VR;2724.0;0-1;28;Biel;2025-07-23;salem-aravindh-r2-biel-2025-07-23;10506389;1;D02
Aravindh, Chithambaram VR;2724;Fedoseev, Vladimir1;2739.0;1/2-1/2;45;Biel;2025-07-22;aravindh-fedoseev-r1-biel-2025-07-22;10506339;1;A06
Ravi, Teja S.;2419;Rapport, Richard;2715.0;0-1;35;Oskemen;2025-07-22;ravi-rapport-r2-oskemen-2025-07-22;10506269;1;A80
Rapport, Richard;2715;Sriram Adarsh Uppala;2451.0;1/2-1/2;30;Oskemen;2025-07-21;rapport-sriram-r1-oskemen-2025-07-21;10506157;1;B12
Svane, Frederik;2659;Fedoseev, Vladimir1;2739.0;0-1;57;Biel;2025-07-20;svane-fedoseev-r10-biel-2025-07-20;10505477;2;B40
Salem, AR Saleh;2627;Aravindh, Chithambaram VR;2724.0;1-0;30;Biel;2025-07-20;salem-aravindh-r10-biel-2025-07-20;10505476;2;D43
Fedoseev, Vladimir1;2739;Salem, AR Saleh;2627.0;0-1;32;Biel;2025-07-20;fedoseev-salem-r9-biel-2025-07-20;10505468;2;D90
Aravindh, Chithambaram VR;2724;Wojtaszek, Radoslaw;2651.0;1-0;39;Biel;2025-07-20;aravindh-wojtaszek-r9-biel-2025-07-20;10505467;2;D05
Wojtaszek, Radoslaw;2651;Fedoseev, Vladimir1;2739.0;0-1;43;Biel;2025-07-20;wojtaszek-fedoseev-r8-biel-2025-07-20;10505462;2;D26
Murzin, Volodar;2671;Aravindh, Chithambaram VR;2724.0;0-1;45;Biel;2025-07-20;murzin-aravindh-r8-biel-2025-07-20;10505461;2;D02
Fedoseev, Vladimir1;2739;Murzin, Volodar;2671.0;1-0;67;Biel;2025-07-20;fedoseev-murzin-r7-biel-2025-07-20;10505459;2;D10
Aravindh, Chithambaram VR;2724;Svane, Frederik;2659.0;1-0;41;Biel;2025-07-20;aravindh-svane-r7-biel-2025-07-20;10505458;2;D38
Aravindh, Chithambaram VR;2724;Fedoseev, Vladimir1;2739.0;0-1;46;Biel;2025-07-20;aravindh-fedoseev-r6-biel-2025-07-20;10505454;2;D26
Fedoseev, Vladimir1;2739;Svane, Frederik;2659.0;1-0;45;Biel;2025-07-20;fedoseev-svane-r5-biel-2025-07-20;10505453;2;D38
Aravindh, Chithambaram VR;2724;Salem, AR Saleh;2627.0;0-1;55;Biel;2025-07-20;aravindh-salem-r5-biel-2025-07-20;10505452;2;A48
Wojtaszek, Radoslaw;2651;Aravindh, Chithambaram VR;2724.0;0-1;33;Biel;2025-07-20;wojtaszek-aravindh-r4-biel-2025-07-20;10505450;2;A07
Salem, AR Saleh;2627;Fedoseev, Vladimir1;2739.0;0-1;40;Biel;2025-07-20;salem-fedoseev-r4-biel-2025-07-20;10505448;2;D26
Fedoseev, Vladimir1;2739;Wojtaszek, Radoslaw;2651.0;1/2-1/2;66;Biel;2025-07-20;fedoseev-wojtaszek-r3-biel-2025-07-20;10505441;2;A46
Aravindh, Chithambaram VR;2724;Murzin, Volodar;2671.0;1/2-1/2;48;Biel;2025-07-20;aravindh-murzin-r3-biel-2025-07-20;10505440;2;D17
Murzin, Volodar;2671;Fedoseev, Vladimir1;2739.0;0-1;46;Biel;2025-07-20;murzin-fedoseev-r2-biel-2025-07-20;10505421;2;B40
Svane, Frederik;2659;Aravindh, Chithambaram VR;2724.0;1/2-1/2;56;Biel;2025-07-20;svane-aravindh-r2-biel-2025-07-20;10505420;2;B41
Fedoseev, Vladimir1;2739;Aravindh, Chithambaram VR;2724.0;0-1;59;Biel;2025-07-20;fedoseev-aravindh-r1-biel-2025-07-20;10505409;2;D02
Aravindh, Chithambaram VR.;2724;Salem, AR Saleh;2627.0;0-1;53;Biel;2025-07-19;aravindh-salem-r5-biel-2025-07-19;10505314;1;E60
Fedoseev, Vladimir;2739;Svane, Frederik;2659.0;1/2-1/2;100;Biel;2025-07-18;fedoseev-svane-r5-biel-2025-07-18;10510513;1;A45
Salem, AR Saleh;2627;Fedoseev, Vladimir;2739.0;1-0;55;Biel;2025-07-18;salem-fedoseev-r4-biel-2025-07-18;10500199;1;D30
Wojtaszek, Radoslaw;2651;Aravindh, Chithambaram VR;2724.0;1/2-1/2;32;Biel;2025-07-18;wojtaszek-aravindh-r4-biel-2025-07-18;10500134;1;D17
Fedoseev, Vladimir;2739;Wojtaszek, Radoslaw;2651.0;1-0;53;Biel;2025-07-17;fedoseev-wojtaszek-r3-biel-2025-07-17;10500041;1;D38
Aravindh, Chithambaram VR;2724;Murzin, Volodar;2671.0;1/2-1/2;46;Biel;2025-07-17;aravindh-murzin-r3-biel-2025-07-17;10500021;1;D17
