ID,READER,MINUTES,SUBSET,PROJ.,BOOK ID,CH. TITLE,PROJECT TITLE,GENRE
182315,3857,10.37,train-clean-100,3233,6882,Part 1,This Simian World,Poetry / Short Form
182317,3857,8.14,train-clean-100,3233,6882,Part 3,This Simian World,Poetry / Short Form
186175,4014,6.38,train-clean-100,3424,22079,07 - The Timely Rescue,Brighton Boys in the Radio Service,Children / Juvenile
186176,4014,6.17,train-clean-100,3424,22079,08 - Death of the Spy,Brighton Boys in the Radio Service,Children / Juvenile
186179,4014,7.73,train-clean-100,3424,22079,11 - Tapping the Enemy's Wire,Brighton Boys in the Radio Service,Children / Juvenile
186183,4014,4.93,train-clean-100,3424,22079,15 - The Surprise Attack - Promotion,Brighton Boys in the Radio Service,Children / Juvenile
186236,4195,4.69,train-clean-100,3428,10123,23 - Patsy Adopts an Uncle,Aunt Jane's Nieces,Children / Juvenile
186237,4195,7.06,train-clean-100,3428,10123,24 - Home Again,Aunt Jane's Nieces,Children / Juvenile
186238,4195,5.36,train-clean-100,3428,10123,25 - Uncle John Acts Queerly,Aunt Jane's Nieces,Children / Juvenile
216547,6880,25.1,train-clean-100,4861,360,Preface,What is Property? An Inquiry into the Principle of Right and of Government,Non-fiction
216552,6181,25.09,train-clean-100,4861,360,"Chapter Two, Part 3",What is Property? An Inquiry into the Principle of Right and of Government,Non-fiction
220959,6385,9.71,train-clean-100,5086,19289,"[Part 2: Some Christian Subjects] 16. Outward Forms and Symbols Must be Used to Convey Intellectual Conceptions, 17. The Birth of Christ, 18. The Greatness of Christ is Due to His Perfections",Some Answered Questions,Non-fiction
246940,8465,6.84,train-clean-100,6286,5976,52 - Advice in the Dark,"Thomas Wingfold, Curate",Fiction
246942,8465,5.89,train-clean-100,6286,5976,54 - Helen Alone,"Thomas Wingfold, Curate",Fiction
246943,8465,5.57,train-clean-100,6286,5976,55 - A Haunted Soul,"Thomas Wingfold, Curate",Fiction
246947,8465,6.58,train-clean-100,6286,5976,59 - Sleep,"Thomas Wingfold, Curate",Fiction
246956,7278,8.05,train-clean-100,6286,5976,68 - After the Sermon,"Thomas Wingfold, Curate",Fiction
246962,8425,7.13,train-clean-100,6286,5976,74 - Helen and the Curate,"Thomas Wingfold, Curate",Fiction
248638,4813,12.25,train-clean-100,6371,21895,Milton and the Blue Hills,Old Coast Road From Boston to Plymouth,Non-fiction
248641,4813,12.88,train-clean-100,6371,21895,Ecclesiastical Hingham,Old Coast Road From Boston to Plymouth,Non-fiction
252322,6848,7.41,train-clean-100,6545,33556,Glencore Castle,Fortunes of Glencore,Fiction
252323,6848,9.57,train-clean-100,6545,33556,"Billy Traynor-Poet, Pedlar and Physician",Fortunes of Glencore,Fiction
258958,7505,8.4,train-clean-100,6801,40077,Chapter 6 - Psychic Income,Principles of Economics with Applications to Practical Problems,Non-fiction
258964,7505,11.54,train-clean-100,6801,40077,Chapter 12 - Increase of Rent-Bearers and of Rents,Principles of Economics with Applications to Practical Problems,Non-fiction
261139,8629,15.52,train-clean-100,6885,5162,What Followed the Striking of the Clock,Agatha Webb,Fiction
261140,8629,9.62,train-clean-100,6885,5162,A Witness Lost,Agatha Webb,Fiction
262281,8609,9.17,train-clean-100,6923,9192,Chapter XVI - Much To Alter.,Channings,Fiction
270782,8975,25.11,train-clean-100,7296,38219,Archaic Remnants and Infantilism in the Dream,General Introduction to Psychoanalysis,Other
271888,7078,25.14,train-clean-100,7350,40999,III -The Masked Circe,Stolen Souls,Fiction
274112,8063,6.74,train-clean-100,7451,2710,01 - Malaga,Louise de la Valliere,Fiction
274115,8063,6.56,train-clean-100,7451,2710,04 - The Rat and the Cheese,Louise de la Valliere,Fiction
274116,8063,6.43,train-clean-100,7451,2710,05 - Planchet's Country-House,Louise de la Valliere,Fiction
274117,8063,5.35,train-clean-100,7451,2710,06 - Showing What Could Be Seen from Planchet's House,Louise de la Valliere,Fiction
274318,8108,11.98,train-clean-100,7459,10624,A Psychical Invasion part 6,John Silence,Fantasy / Sci-Fi
274345,8095,8.5,train-clean-100,7460,19215,"Chapter 50, part 1","Historical fiction of England from the Invasion of Julius Caesar to the Revolution of 1688, Volume 1E",Fiction
274346,8095,12.71,train-clean-100,7460,19215,"Chapter 50, part 2","Historical fiction of England from the Invasion of Julius Caesar to the Revolution of 1688, Volume 1E",Fiction
274348,8095,3.82,train-clean-100,7460,19215,"Chapter 50, part 4","Historical fiction of England from the Invasion of Julius Caesar to the Revolution of 1688, Volume 1E",Fiction
274369,8226,13.41,train-clean-100,7460,19215,"Chapter 55, part 4","Historical fiction of England from the Invasion of Julius Caesar to the Revolution of 1688, Volume 1E",Fiction
274371,8226,11.77,train-clean-100,7460,19215,"Chapter 55, part 6","Historical fiction of England from the Invasion of Julius Caesar to the Revolution of 1688, Volume 1E",Fiction
274553,8238,14.54,train-clean-100,7469,2150,08 - Mystification,"Works of Edgar Allan Poe, Raven Edition, Volume 4",Fantasy / Sci-Fi
274562,7780,23.5,train-clean-100,7469,2150,17 - The Landscape Garden,"Works of Edgar Allan Poe, Raven Edition, Volume 4",Fantasy / Sci-Fi
275181,8098,7.75,train-clean-100,7496,8075,"07 - A Droll Fox-Trap, C. A. Stephens",Junior Classics Volume 8: Animal and Nature Stories,Children / Juvenile
275193,8123,6.55,train-clean-100,7496,8075,"19 - Jeff the Inquisitive, Rush C. Hawkins",Junior Classics Volume 8: Animal and Nature Stories,Children / Juvenile
275209,8123,7.81,train-clean-100,7496,8075,"35 - The Butterfly's Children, Mrs. Alfred Gatty",Junior Classics Volume 8: Animal and Nature Stories,Children / Juvenile
275216,8123,10.79,train-clean-100,7496,8075,"42 - The Beech and the Oak, Carl Ewald",Junior Classics Volume 8: Animal and Nature Stories,Children / Juvenile
278252,8098,8.55,train-clean-100,7612,42214,"A Peculiar, Cold Day",On A Donkey's Hurricane Deck,Non-fiction
278278,8098,8.88,train-clean-100,7612,42214,Baby Girl Named For Pod,On A Donkey's Hurricane Deck,Non-fiction
279790,8312,12.16,train-clean-100,7683,19734,The Blue Bird Part 1,Fairy Book,Children / Juvenile
279791,8312,12.98,train-clean-100,7683,19734,The Blue Bird Part 2,Fairy Book,Children / Juvenile
280354,8108,6.18,train-clean-100,7706,15202,Orpheus,"Young Folks' Treasury, Volume 2",Fantasy / Sci-Fi
280359,8108,6.88,train-clean-100,7706,15202,The Punishment Of Loki,"Young Folks' Treasury, Volume 2",Fantasy / Sci-Fi
280382,8014,2.5,train-clean-100,7706,15202,How Horatius Held The Bridge,"Young Folks' Treasury, Volume 2",Fantasy / Sci-Fi
283227,8609,15.93,train-clean-100,7829,5773,Chapter 17 The church-rate,Annals of a Quiet Neighbourhood,Fiction
283452,8238,10.54,train-clean-100,7839,26950,Introduction,Humorous Ghost Stories,Fantasy / Sci-Fi
283478,7800,7.81,train-clean-100,7840,42630,"A Broken Window, and Glorious News",Outdoor Chums in the Big Woods,Children / Juvenile
283492,7800,8.65,train-clean-100,7840,42630,Did Teddy Know?,Outdoor Chums in the Big Woods,Children / Juvenile
283493,7800,8.75,train-clean-100,7840,42630,The Big Moose,Outdoor Chums in the Big Woods,Children / Juvenile
284756,8088,25.06,train-clean-100,7897,29607,From the Oceans Depths by Sewell Peaslee Wright,"Astounding Stories 03, March 1930",Fantasy / Sci-Fi
285357,6563,10.44,train-clean-100,7920,793,Chapter 03   Germany's Rise to Military Airship Supremacy   Part 2,Aeroplanes and Dirigibles of War,Fiction
286667,8419,7.25,train-clean-100,7981,35002,The Dance of the Sand-hill Cranes,Among the Pond People,Children / Juvenile
286673,8468,8.7,train-clean-100,7981,35002,The Slow Little Mud Turtle,Among the Pond People,Children / Juvenile
286676,8419,7.32,train-clean-100,7981,35002,The Clever Water-Adder,Among the Pond People,Children / Juvenile
286681,8324,5.36,train-clean-100,7981,35002,Two Little Crayfishes Quarrel,Among the Pond People,Children / Juvenile
286682,8324,11.56,train-clean-100,7981,35002,The Lucky Mink,Among the Pond People,Children / Juvenile
286683,8324,8.24,train-clean-100,7981,35002,The Playful Muskrats,Among the Pond People,Children / Juvenile
287363,8580,8.32,train-clean-100,8007,1282,A Warning by Telegraph,Tom Swift Among the Diamond Makers,Children / Juvenile
287364,8580,11.5,train-clean-100,8007,1282,Dropping a Stowaway,Tom Swift Among the Diamond Makers,Children / Juvenile
287369,4267,8.92,train-clean-100,8007,1282,The Landslide,Tom Swift Among the Diamond Makers,Children / Juvenile
287387,8425,6.75,train-clean-100,8008,43005,Chapter VIII,Inevitable,Fiction
291444,8425,4.78,train-clean-100,8106,13042,To the Public,"Knickerbocker's Historical fiction of New York, Vol. 1",Fiction
292520,8425,6.49,train-clean-100,8145,36508,Poems by J.R. Dos Passos,Eight Harvard Poets,Poetry / Short Form
293469,8419,5.44,train-clean-100,8172,34943,The Tree Frog's Story,Among the Meadow People,Children / Juvenile
293473,8419,5.2,train-clean-100,8172,34943,The Dignified Walking-Sticks,Among the Meadow People,Children / Juvenile
293952,8747,23.49,train-clean-100,8185,42056,The New Page,Red Window,Mystery / Crime
294123,8797,22.76,train-clean-100,8193,4953,The Yellow Peril,"Revolution, and other Essays",Non-fiction
294466,4788,7.45,train-clean-100,8203,43699,Chapter 2,Phantom Town Mystery,Children / Juvenile
294887,8468,8.77,train-clean-100,8217,15263,"Portraits And Sketches - Lewis Tappan, Part 1","Underground Railroad, Part 5",Non-fiction
295198,8468,7.76,train-clean-100,8231,2486,Mother Magpie's Mischief,Queer Little Folks,Fiction
295385,8051,8.99,train-clean-100,8241,13042,"Book VI, Chapter I","Knickerbocker's Historical fiction of New York, Vol. 2",Fiction
295462,8770,9.53,train-clean-100,8244,22925,How Emancipation Came to Pass,Story of Young Abraham Lincoln,Non-fiction
295463,8770,5.92,train-clean-100,8244,22925,The Glory of Gettysburg,Story of Young Abraham Lincoln,Non-fiction
295465,8770,9.68,train-clean-100,8244,22925,"Lieutenant Tad Lincoln, Patriot",Story of Young Abraham Lincoln,Non-fiction
295947,7794,11.52,train-clean-100,8268,15164,The Grateful Foxes,Folk Tales Every Child Should Know,Children / Juvenile
295948,7794,5.81,train-clean-100,8268,15164,The Badger's Money,Folk Tales Every Child Should Know,Children / Juvenile
295955,7794,7.9,train-clean-100,8268,15164,The Dragon And The Prince,Folk Tales Every Child Should Know,Children / Juvenile
298025,3374,6.96,train-clean-100,8361,12060,Prologue/Confessions of an Awkward Man (Julius to Lucinda),Lucinda,Fiction
298026,3374,9.58,train-clean-100,8361,12060,Dithyrambic Fantasy on the Loveliest of Situations,Lucinda,Fiction
298032,3374,8.63,train-clean-100,8361,12060,Two Letters: Two,Lucinda,Fiction
298545,8838,12.55,train-clean-100,8386,10446,"The Croxley Master - I, part 1",Green Flag and Other Stories of War and Sport,Fiction
298546,8838,12.51,train-clean-100,8386,10446,"The Croxley Master - I, part 2",Green Flag and Other Stories of War and Sport,Fiction
300880,6064,8.82,train-clean-100,8473,44326,Chapter 10,Wanted: A Husband,Fiction
305212,8630,10.5,train-clean-100,8645,35941,How Augustine Went to Carthage and How Patricius Died a Christian Death,Life of Saint Monica,Fiction
305213,8630,13.0,train-clean-100,8645,35941,"How St. Monica Lived in the Days of Her Widowhood, and How She Put All Her Trust in God",Life of Saint Monica,Fiction
