,complaint_text,Topic,User,TicketId,isClassifiedInto,isRoutedTo,isClassifiedBy
174,i received an email from my bank chase at xxxx xxxx on xxxxxxxx the email was from fraud services asking if i made four certain transactions two of them were mine and two of  them were unauthorized i then contacted them to let them know about the unauthorized attempts one of the transactions was from xxxx in california for i live in texas this transaction was immediately deducted from my checking account the other unauthorized amount was for at a stadium goods and shoe store which chase declined upon reviewing my account details online an additional unauthorized amount of was immediately deducted from my account this purchase was made through someones xxxx account other than mine to a hair wig and beauty shop in california chase contacted me the following day and i disputed these two unauthorized transactions they refunded me the amounts on xxxxxxxx and xxxxxxxx i received a letter from chase today stating that after investigation they deemed that i authorized the transaction from xxxx  xxxx xxxx and that they will be taking the money back from me within a couple days i called them immediately and they informed me that i could do nothing with them to stop or change the outcome of their decision to reverse the charges from me they claimed they had evidence that someone verified the card number my name address and that there was a tracking number for the beauty supplies being delivered to my address they also claimed that the transaction from xxxx was still being reviewed i did not make or authorize either of these transactions consumers must have a way to protect themselves from this criminal behavior and the banks unacceptable practices in pretending to try and prevent fraud,4,UserID348,Ticket349,FinanceDepartment,FinanceDepartment,SequentialClassifier
175,i was currently xxxx overseas as a xxxx xxxx  xxxx  xxxx xxxx xxxx my house loan had recently been transferred from chase bank to xxxx xxxx i later found out there was only paper mail to my house for notification i had been off the grid with little to no connection back home therefore i did not receive any notice of the financial movement and missed consecutive payments on my mortgage  i had autopay with chase bank  i paid in full for all the months missed as soon as i identified the problem i contacted all credit bureaus chase bank and xxxx xxxx   to remove the late payments on my credit report and to remove my late charge fees on my account i had an above average credit score  up to this point and have always been a reliable client to any bank i have worked with,2,UserID350,Ticket351,TrashDepartment,TrashDepartment,SVMClassifier
176,"xxxx you closed this complaint and nothing was fixed as a matter of fact its worse

even though i send weekly extra principal payments by check to the stated address with principal payment on it  it gets posted to interest  i will call them on it  they will correctpost right for awhile and then do it again i have to check every single payment posting and take pictures of them

there was an overpayment on the note side which has now disappeared i dont see it posted to principal like the guy said ive sent an email and left a voicemail for him if he can tell me the day that extra money was posted i can pull up my pictures and see if its true",2,UserID352,Ticket353,TrashDepartment,TrashDepartment,SVMClassifier
177,"in midxxxx i applied for the amazon chase credit card from an offer on the amazon website within days or so i had the card in hand 

i opened the envelope in early xxxx to activate the card and noticed that i was issued only a credit limit despite my fico being xxxx with an annual income  base only  of  xxxx which i included on my application 

i submitted an initial secured message to chase as i couldnt get through by phone to question this and have had many exchanges since through secure message they basically assert that i have to go through the full credit limit increase process which results in more credit bureau hits yet they have every piece of information required as provided in the application process to support the request they refuse to do so and they also indicate they cant elevate the issue 

im questioning both the credit model applied here to could possibly result in someone with a xxxx fico and ample income to receive such a low credit line and being forced to have yet another credit bureau hit within a few weeks of being decisioned when the data already exists for them to make such a decision something is amiss on both fronts including their business process  not to mention their poor service",1,UserID354,Ticket355,TechnicalDepartment,TechnicalDepartment,SequentialClassifier
178,"in regards to xxxx  chase card services  can someone tell me whats the point of having this company as travel insurance from my understanding the point of travel insurance is to protect a travel purchaseinvestment from an unforeseen issue well if thats the case please ditch this company and find someone more reliable who will step in and actually pay you back your lost investment when things get messy or out of hand between other vendors and third partiesthis is an absolute scam a disservice to the customers theyre supposedly serving and puts the insurance industry in a more negative light than it already is in 

i advised on xxxx  xxxx xxxx xxxx about a trip cancellation request in regards to a medical issue and proceeded as expected  i uploaded medical documents made notations of my fare and provided all necessary correspondence between the travel agent  flightsmojo  and the common carrier  sq  xxxx then suggested i reach out to both the airline and travel agent and request what documentation is needed both parties said differing statements and both can hardly speak a lick of english and why am i reaching out im literally doing your work for you this is your job not mine 

the problem only got much worse when xxxx repeatedly asked for an updated medical document from my physician s office to which i complied and then they asked for an updated medical document with a fancy signature and a stamp  and another one with nicer handwriting to the point where they were just beating around the bush to hope the situation drops its clear to see they  dont want to comply with the situation because they would be losing money on the ticket sale hence the repeated use of asking for new medical documentation 

xxxx s clause of  did you attempt to reach out for refunds or credits  is an absolute joke because clearly i did and have provided the documents ad nauseum but the third party here is avoiding the situation to not lose their profit this travel insurer shouldve stepped in and solved the issue directly by providing a refund for the airfare based on the travel agent s reluctance to cooperate given the excessive requests when the claims examiner makes useless statements like   after all sir we are just a secondary travel insurance provider and theres nothing we can really do  is an insult equivalent to rubbing salt in the wound way to be more of the problem than the solution 


if you have xxxx with your visa xxxx or other travel based credit card please stay away from using this insurer i was super optimistic about this perk with my chase sapphire reserve but  now have found it to be absolutely worthless ive heard the insurance on xxxx xxxx is better but ill have to see for myself this company is without a doubt useless and scammy and is in dire need a class action lawsuit against them",1,UserID356,Ticket357,TechnicalDepartment,TechnicalDepartment,SequentialClassifier
179,"when i signed up the promotion was pts if you spend in the first months 

chase response   i regret to inform you that your account is not eligible for the new offer you requested the original offer you applied for will remain on your account you will receive   earn bonus points after you spend in purchases in the first months your account is open 
 get a statement credit after your first purchase",1,UserID358,Ticket359,TechnicalDepartment,TechnicalDepartment,LogRegClassifier
180,xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxxxxxx foreign transaction fee xxxx xxxxxxxx foreign transaction fee xxxx xxxx of xxxx chase called me at work to speak to my son but would not tell me what it was about a couple days later a representative xxxx xxxx called me at work regarding this case my son was an authorized user on the account he was also paying the credit card statement in full each month he contacted the credit bureau regarding these charges as he thought his credit card information had been stolen they removed his name to solve the issue with the credit bureau xxxx xxxx called me about a week later saying that i was responsible for the charges since other unrelated charges where posted to the account and monthly payments were still being made which of course payments were being made to the account and it was the only credit card that my son had in his name i am pretty sure that is why my son didnt really notice the charges as they started so small and he paid his balance off in full each month he was using the card at the same time and paying it in full each month i wrote to chase s fraud department in writing asking them for a new card since the executive office wasnt a lot of help in xxxxxxxx i never received one i have used my card on and off but once they offered the lock for my card i just locked it as i am trying to pay off a bill that is not mine on xxxxxxxx charges were made against my account in xxxx michigan for gas i called chase right away and they pretty much accused me of using my card there i live in minnesota no where near michigan since my card was locked those charges should have been declined the reason they did show up was because i unlocked my account to grab a burger at xxxx xxxx and then went to lock it and saw the charges they have issued me a new card i did go to the xxxx xxxx xxxx to bring this up but again they stand behind there decision that i am liable for purchase of bitcoin that i never bought they suggest that i i try to solve the matter outside the bank i do have another credit card from chase and have never had an issue however i do believe my credit card information was hacked however once the credit card was at its limit they quit charging on the account,1,UserID360,Ticket361,TechnicalDepartment,TechnicalDepartment,LogRegClassifier
181,"i have been attempting for months to get chase bank to correct a negative report  plus days late  on my credit report they have refused to cooperate claiming the report is accurate  i filed disputes with the credit reporting agencies to no avail  i even retained an attorney  chase ignored her letters the payment in question was only two weeks late and the reason it was late is due to the fact that my automatic payments needed to be reauthorized and i was not informed of this fact once i realized the payment was late i immediately phoned chase to make the payment and reauthorized the automatic payments in short i have acted in good faith  and chase has refused to do the same 

the document attached shows the payment going out on the payment was due on the xxxx of xxxx",2,UserID362,Ticket363,TrashDepartment,TrashDepartment,SequentialClassifier
182,"on i was denied a credit card for amazoncom visa signature card the reasons given were that i do not have a credit history and insufficient balance in deposit i checked my credit report with xxxx the agency used to look at my credit 

the report from xxxx has no information on me despite two other agency s having information on me  xxxx for example  when i attempted to file a dispute with the report i was sent back and forth on the website and was unable to correct anything 

my name is on my parents line of credit  chase  which is the same bank that amazoncom does their banking this information was not sent to xxxx",3,UserID364,Ticket365,TrashDepartment,TrashDepartment,LogRegClassifier
183,i was at a bar in xxxx where a gentleman offered me a free beer they then told me a woman i was speaking to at the bar was an entertainer and i owed xxxx euros for her service none of which was agreed to initially the charge came through as fraud and declined but when none of my cards were going through due to fraud a man took my passport and wallet and phone and threatened me with physical violence if i didnt pay i would get hurt they forged my signature chase initially reported it as fraud and gave me a new card then changed it to a dispute and denied the claim,1,UserID366,Ticket367,TechnicalDepartment,TechnicalDepartment,SVMClassifier
184,"i made a mobile deposit of into my chase bank account on i received a message informing me that a business day hold would be placed on the item due to information indicating the item may not be paid 

i know that this is a violation of reg cc in order to place an exception hold on an item the bank must have specific reason to doubt collectability they did not contact my bank to verify funds if they had they would have been informed that the funds were available i have no negative history with chase  returned deposits nsf s etc  the check was made payable only to me and i endorsed the check properly 

there was no legitimate reason to doubt collectability on this item the hold was placed on my deposit arbitrarily which is a violation of reg cc 

i contacted chase yesterday to request the hold be removed the customer service representative that i spoke to told me the hold could not be removed until the item posted so i would have to call back the next day but she told me she would put a note on the account that the funds should be released based on  my file  i called back the next day and got a different csr this individual acknowledged the note on the account stating the funds could be released however she refused to do so she said she needed to see if the funds had cleared first she put me on hold came back and said they had not cleared she then said she would contact my bank to verify collectability  proving that this had not been done prior to the hold being placed  the bank verified the funds finally she agreed to release the hold 

the funds are now available to me however the fact that this hold was placed on my deposit basically automatically with no due diligence on the financial institution s part i believe this is a systemic issue and that other customer s are being taken advantage of without realizing the bank is violating regulation i believe this institution needs to be investigated for habitual violations",0,UserID368,Ticket369,SalesDepartment,SalesDepartment,SequentialClassifier
185,switched to paperless billing on my chase freedom card due to being sent an offer of an additional in rewards credits after weeks switched to paperless on xxxxxxxx and i still do not have that reward that was promised yet everytime i call i get a new date that is promised that it will be rewarded on i called again today  xxxxxxxx  and am now being told that i am only at weeks from xxxxxxxx from some reason i told them that this wait that wait along with a different answer everytime is getting ridiculous and they didnt offer any additional help,1,UserID370,Ticket371,TechnicalDepartment,TechnicalDepartment,SequentialClassifier
186,i purchased xxxx xxxx xxxx tickets through chase ultimate rewards portal on xxxx but i was not provided the tickets even after making full payment using my chase reward points the tickets were for visit to xxxx on xxxx i have called chase multiple times on xxxx and they are unable to provide a voucher even after receiving full payment this is complete deficiency in service further their call center employees put me on hold for several hours combined causing me mental agony and lost holiday time i didnt want to spend my holidays on calls with chase customer care the employees were not helpful and made false assurances on recorded conversations which were not fulfilled chase will be liable for all losses money time and otherwise incurred by me and my family due to such deficiency in service further the call center employees wanted to put me on a minute hold and refused to arrange a call back making me a virtual employee of chase without adequate consideration,2,UserID372,Ticket373,TrashDepartment,TrashDepartment,SequentialClassifier
187,"on i went into a chase branch to close a checking account and change the source account of my chase auto loan automatic payments to a nonchase account since i am attempting to close the chase checking account currently linked to my auto loan payments i was informed that i am unable to make this change in person and that i must fax in a form that can allegedly be found online additionally i was told i should wait to change this information until after my next scheduled payment had been processed 

on i called chase customer service for assistance since attempts to access the online form resulted in errors during this call i was passed to different representatives each time being instructed to go to their website to download the same form that resulted in error messages finally the last person i spoke with was able to explain that my loan was associated with something called xxxx they informed me that as chase is no longer associated with xxxx and that due to this i am unable to simply update the account that i would like to pay my auto loan through and would need to apply for a new loan with chase in order to pay from a different account i was finally told that i would be sent the form to change the account for the automatic payments and i should receive the form in about business days 

on i received a letter in the mail from chase stating  we have enclosed an automatic change agreement for you to complete  unfortunately there was no form enclosed i called their customer service again on at xxxx xxxx cst to speak to someone about this issue once again i was informed that there is nothing they can do to update my source of payment after being on the phone for minutes with this representative i was transferred to a manager who told me they would actually send the form this time 

please note that nearly a month later as of i have yet to be able to cancel my checking account with chase furthermore as of i will be assessed a service fee for an account i have been trying to close for over a month 

forcing me to apply for a new loan and negatively impact my credit just to be able to pay my current loan from a different nonchase account feels extremely unfair and i feel as though chase is intentionally delaying my ability to change the source of my payments in order to get more fees from me",2,UserID374,Ticket375,TrashDepartment,TrashDepartment,LogRegClassifier
188,on i went to chase bank to open new checking i had an offer with me  postal offer  which says  get once you open a new checking account and set up and receive direct deposit totaling in the first days  after reaching the branch i met with a banking personnel  ms xxxx xxxx xxxx  i showed this coupon to her which she said the bank will honor this coupon after this i opened the bank account and set up the direct deposit which totaled beyond after meeting all the conditions i still did not receive my offer after calling to customer care they registered my case xxxx xxxx xxxx xxxx xxxx  after days i got another phone from chase case department and they told me that they will not be honoring that coupon as i closed my previous account last year i tired explaining them that i already said the same things in the initial time of opening the account and that time your guys promised me that they will honor it and after months you are declining it she kept on apologizing as their banking officials but refused to honor this and told me to check with branch officials and closed my case i completely felt cheated as i didnt conceal anything and told everything before clearly,0,UserID376,Ticket377,SalesDepartment,SalesDepartment,LogRegClassifier
189,i try and pay all my bills on time i need to refinance my house but on my credit is a joint credit card that has late payments on it and has been lowering my credit score since xxxx of this year in xxxx my fianc accepted a preapproved credit card from chase bank and added me as an authorized user without my permission according to her credit card statement nothing had been charged to the card since xxxx of xxxx and the balance should have been  xxxx  xxxx the balance is now she had automatic payments withdrawn for over a year until they started adding an addition xxxx xxxxmonth of interest in xxxx of xxxx after that my wife had a baby and was out of work for three months she kept paying until xxxx but then could no longer afford the extra  interest after that they also added  xxxxmonth late fees i met with my lawyer this week and he said for her to call them and have them remove me chase bank told her she had to make a payment of in order to remove me which she clearly doesnt have she called again today and after being transferred all over the place for nearly an hour she eventually talked to someone who could help her she offered to make a payment of if they would remove my name they finally agreed that they would remove my name if she made a direct payment from her bank account of however as soon as she made the payment they still refused to take my name off the card,1,UserID378,Ticket379,TechnicalDepartment,TechnicalDepartment,SVMClassifier
190,i have been going through this situation with chase bank for over a month i deposited xxxx  into my account the atm took my fund and my account was not credited i filed a complaint they investigated the atm but did not check the camera to prove i deposited the funds they waited three weeks to search the atm they told me that my fund were not located and the atm did not show any funds deposited i explained to the investigator that it was an error  message that showed up on the screen when i deposited the funds i immediately called the bank without leaving the scene the agent told me he saw the error and it took up to ten days to resolve the  issue my case was investigated multiple times i had two different investigators none of them checked the cameras or any of the phone conversations i need my funds its no way possible that my funds werent found the bank has basically stole my money if i had took one dollar from a bank i would be in jail my case was not  properly investigated my fines were stolen and i need to be reimbursed i dont know what else to do after this accept get a lawyer and sue i pray this resolves the problem my name is xxxx xxxx my email is xxxx please contact chase bank and return my funds please,0,UserID380,Ticket381,SalesDepartment,SalesDepartment,LogRegClassifier
191,i booked a flight for xxxx on xxxx  via xxxx on with my chase xxxx credit card i checked my account later that day and saw that the booming had vanished i called xxxx  and was told it had been cancelled by the airline i then received an email from xxxx  that xxxx had cancelled the flight when i didnt get a refund i filed a dispute with chase for xxxx the claim was denied by chase because xxxx claimed that i had cancelled the flight reservation on well beyond the hour free cancellation period indeed i did receive an email from xxxx on xxxx xxxx that the flight reservation had been cancelled xxxx used this as proof that i not them had cancelled the flight i faxed my proof to chase that xxxx not i had cancelled the flight the same day the reservation had been made xxxx then changed their story and admitted that the reservation had been cancelled the same day ie xxxx xxxx and not xxxx xxxx but now their claim was that i not them had cancelled the reservation xxxx claimed they do not have to follow dot regulations for flights booked through xxxx i have sent multiple faxes and emails and made multiple phone calls to chase and they refuse to do anything not even to acknowledge the many commucations i have had with them and refuse to give me back my xxxx,4,UserID382,Ticket383,FinanceDepartment,FinanceDepartment,SVMClassifier
192,"on xxxxxxxx i filed a dispute with chase bank for on a charge with xxxx xxxx the details are as follows  on xxxxxxxx i paid for a seat advertised as a fully lie flat bed on a hour flight from xxxx to xxxx once in the air at altitude i discovered that the seat did not fully recline as advertised and functioned more as an economy seat i mentioned it to the flight crew the seat was not fixable i had no recourse to fix this was stuck in a broken seat beyond my control once landing i reached out to xxxx to explain the issue their response was to credit me i responded that this was not acceptable the credit was far too low given that the seat did not function as advertised for a hour flight xxxx did not remedy the situation so i filed a dispute with chase 

the response from chase was wholly inadequate and disingenuous chase responded that because i accepted services from xxxx i was not entitled to any refund and my dispute was denied 

i find this unacceptable and incorrect i purchased a seat that was explicitly sold as a lie flat bed this is the reason i bought it for a hour flight once in the air there was literally nothing i could do so a refund is clearly necessary",4,UserID384,Ticket385,FinanceDepartment,FinanceDepartment,LogRegClassifier
193,"on i filed a complaint with cfpb against chase mortgage lender because they outright sold my note without providing me days of notice prior to this transaction 

the only way i found out the true date of sale is from the buyer who accidentally included the true date of sale in a letter to me 

chase got upset that i filed this complaint and tried to call me when they are prohibited from direct calls to me as i am in a federally protected chapter xxxx chase is only allowed to notify my lawyer of any transaction that takes place they also need to notify the chapter xxxx trustee which they did not do 

on after their illegal call to me they sent me a non certified letter explaining they received my complaint while simultaneously failing to communicate any of this matter to my law firm or the xxxx county court trustee 

two days after their letter ironically the new lender sent me a foreclosure notice claiming ive been late on my new payment when i have never missed a payment all of my payments are processed through the chapter xxxx trustee court filing system in xxxx county this is deceptive and total harassment during the holiday season it appears that chase waited to perform these sneaky actions 

as a result we are hiring a firm to perform a total xxxx report on the chase mortgage to discover whether or not they have sold bonds separating the bond from the note on this loan i have every intention of filing a respa suit and more against them for these actions",2,UserID386,Ticket387,TrashDepartment,TrashDepartment,SequentialClassifier
194,this scam happened to me on at xxxx a xxxx year old named xxxx xxxx post pictures frequently on his xxxx  story if you wan na make money su  slide up which means to message him  or hed post xxxx method with cash in the background he posted the same question a couple of times but only this time i slid up i asked him how he responded with a list that he needed which was  social security bank card number back of the card number and all of my other personal information i wasnt going to give that up a couple days more i slid up on his story again and i asked about if there was another way to make money he asked me if i had chase bank i responded yes he wanted to use xxxxwhich ive never used before till then i asked whats the xxxx method he said its a method that doubles the amount of money you send and we needed to transfer phone numbers so we did then he claims that he has a special code that needs to go in the memo section he sent the long code then he said to send him a dollar we were on the phone a couple of times through the process xxxx even asked me how much i had on my account but he was saying to do it and trust him because he has insurance he asked where i lived and where i work he made me believe he was trying to get to know me  because im a xxxx   after a few minutes i sent him a dollar a couple minutes later bait  transferred in my account that was the bargain that made me believe it actually works after that he said to send i did he said to wait for about an hour he said he got the money but i told him on my end it didnt go through he said to wait longer then he said its bc the codes werent working so he sent a different code then xxxx said send another xxxx so it would work i agreed after that i was scared because i didnt know if itd actually work a few hours later he wasnt responding i texted him that i didnt see anything in my account still he tried to convince me again to send another i refused bc it was too much so i asked if itd work with he said yes and after that he didnt respond the next day came and im still thinking about my money i spammed him asking where is my money and to send it back i called him too eventually he blocked my number xxxx and even xxxx   except for my side accounts  i lost in total i texted him ill send the screen shots later on his name was searched online and he was charged times for theft and xxxx the same day i called the number from the back of my bank card to some it up there was nothing they could do a couple days later i walked in chase bank and told them my situation there was nothing they could do about it under so much stress about my hard earned money i balled my eyes out i was so close to finally purchasing my own car he caused emotional distress and it was hard focusing in school please help me get my money back,0,UserID388,Ticket389,SalesDepartment,SalesDepartment,SequentialClassifier
195,chase has not responded to the suspicious activity i found on cards opened and closed in my name as per my xxxxxxxx credit report the xxxx card opened in xxxx used an email address of xxxx and an address xxxx xxxx xxxx xxxx ct that was not mine or one i lived at xxxx xxxx owns that email and used this card to embezzle funds from chase to himself possibly posing as the merchant vendor please review the xxxx transactions on this card from the date it was opened in xxxx until i found it in xxxx and knew nothing about it you are being scammed and sending money to a person and not to xxxx please review the transactions from xxxx to xxxx,1,UserID390,Ticket391,TechnicalDepartment,TechnicalDepartment,SVMClassifier
196,i have a small xxxx xxxx xxxx  xxxx xxxx xxxx xxxx   i now have a mortgage loan with xxxx xxxx due for refinance or payment on or about i submitted a refinance application to xxxx xxxx  there were derogatory false reportings on my credit report i then submitted an application to jp morgan chase  up until now i was told my application was approved  today i received an e mail from mr xxxx xxxx he and credit approval chief have denied my application the explanation is at best confusing and supportive evidence is being withheld   due to applicant guarantor andor sponsor historical information   under marsy s law i am entitled to restitution under brady vmaryland i am entitled to my full and final  historical information,2,UserID392,Ticket393,TrashDepartment,TrashDepartment,SequentialClassifier
197,"i received an sba loan for my business via chase bank for on the xxxx of xxxx i went there withdrew to make a business purchase which i was allowed to on monday i went to the bank to make other payments on my business but was told to come back based on appointment the next day 

the next day i went to the bank and was told my account and funds had been frozen along with a letter sent by mail that they were taking actions to close my bank account based on suspicious activity on the account i went to the bank to find out more about this claims and they insisted that if i wanted to retain the account i needed to bring prove of the business along with the loan i sent in all documents of incorporation ein documents my loan documents and all documents pertaining to my business 

was told within days i would get a response from them its been more than a month and some days and all i get from them is a run around they tell me i need to register the business in florida but its already a registered business in washington where the business is actually located and florida is just my state of residence yet they insist that i must register it in florida which i dont find advisable since i do not operate my business in florida secondly i have taken all prove of business to them already which should be sufficient enough but rather i am getting a run around each time i visit the bank or call to check on my account status 

i have been given the run around over and over i called the number i was given by the bank manager and after calling and being on hold for over hours they said they were going to hold on to the money in my account without giving any reason to it 

please i would like you to assist in getting this issue resolved",0,UserID394,Ticket395,SalesDepartment,SalesDepartment,LogRegClassifier
198,"subject  case resolution and investigation request to whom it may concern  my name is xxxx xxxx my companys legal name is xxxx xxxx xxxx xxxx dba xxxx xxxx xxxx  xxxx xxxx  we are a credit card processing iso since xxxxxxxx with over employees and processing xxxx dollars annually our company bin is xxxx and xxxx xxxx 

there has been a complaint filed to our hr in regards to our employees personal credit cards being closed with unjustifiable reasons of our employees attempted test transactions in order to assist a merchant that was experiencing a technical issue with chase payment coincidentally all employees credit card accounts were terminated this also negatively affected their personal credits 
each employee has been contacting the chase credit processing since xxxxxxxx however no further reviews were granted the details of this case is attached that includes employees name card information and the timeline 

employees xxxxxxxx chase card processing after attempting multiple test transaction chase temporarily blocked the card informed by rep it will work after hours 
xxxxxxxx chase card processing contacted due to decline issue an informed account is under review and will take calendar days xxxxxxxx chase card processing informed by account will remain closed no valid reason provided 
xxxxxxxx chase secure message received email back from xxxx advising to contact chase fraud department xxxx xxxxxxxx chase secure message message suggested contacting the fraud department and informed by fraud department chase bank randomly chose the account to close and if they believe that an account is unsecure they decide to close requested for another review employees xxxxxxxx chase representative xxxxxxxx chase card processing xxxx xxxxxxxx xxxx xxxx walked into chase xxxx xxxxxxxx xxxx authorized xxxx and opened the case the reference number is  xxxx xxxxxxxx xxxx chase branch esclation center xxxx  xxxx xxxxxxxx xxxx received a call from xxxx there is nothing he can do advised to call xxxx xxxxxxxx didnt get the name explained again still declined will review again but most likey decline xxxxxxxx didnt get the name received a call from number xxxx the final review has finished and the decision is not to reinstate advised below address for legal proceedings xxxx xxxx xxxx xxxx xxxx oh xxxx xxxxxxxx chase checking account was breached not sure if this is related 
xxxxxxxx spoke to xxxx account supervisor explained on going chase card issue 
according to xxxx the account closure is due to not enough history on file 
provided senior vp xxxx s phone number xxxx received legal address which mentioned above  xxxx  employees xxxxxxxx called chase and spoke with customer service after card was declined twicethey said it was no problem and they would release my account since they confirmed it was me who made the test sales stated that there should be no issues using the card with any other merchants xxxxxxxx received a statement saying my account was closed and why  information obtained from external sources shows potential fraud  called chase and they just kept reading the same explanation and stated the account was closed and it was final i will be receiving a hard copy of the statement through mail within business days  still did not receive it  xxxxxxxx contacted chase through secure message center explaining the situation and asking for a legitimate reason as to why the account was closed received a response saying that i need to contact the fraud department by phone because they are unable to assist with any inquiries by email i sent a response saying that i have already contacted chase multiple times through the phone and nothing was getting solved xxxxxxxx received the same response saying that i need to contact the fraud department by phone because they are unable to assist with any inquiries by email called fraud department and explained the situation again then asked for a review to reinstate my account will get back to me within business days with the outcome

employees xxxxxxxx  test sales processed with both cards   xxxx   xxxx  xxxxxxxx  periodic financial review started found out on xxxxxxxx xxxxxxxx  with  xxxx test sale processed again by retention team   around xxxx xxxx called chase  xxxx   rep told me to call at xxxx next day xxxxxxxx  called xxxx  talked to rep  xxxx   i was told that currently under reviewing  call back on xxxxxxxx xxxxxxxx  called xxxx  talked to rep  xxxx   i was told that all my accounts are closed which the decision made by chase xxxxxxxx  visted chase bank near the company with  xxxx 
 spoke to xxxx he stated that he will follow up  also report  escalate to his manager xxxxxxxx   xxxx was informed by xxxx that he is currently following up the issue xxxxxxxx  sent email through chase secure messages center with explanation xxxxxxxx  was told to contact xxxx  talked to rep  xxxx    she said chase stated that they wont change the decision xxxxxxxx  sent email through chase secure messages center to confirm that fraud record will be placed on my credit xxxxxxxx  was told to contact xxxx  talked to rep  xxxx    she stated my credit will show accounts are closed by chase without fraud record xxxxxxxx  spoke to chase with vice president xxxx and advised chase bank will call her back 


employees xxxxxxxx test account sale xxxxxxxx received account closed letter xxxxxxxx contact customer service xxxxxxxx credit risk department  xxxx  xxxx they closed my acct due to there were many highvolume transactions they told me to do a review for days xxxxxxxxxxxx paid off all the balance

xxxxxxxx sent secure message  asking why he was account was closed

xxxxxxxx received a call from chase bank credit risk department  xxxx xxxxxxxx call back to chase and spoke to xxxx now they mentioned they found out another reason due to test sales because of this reason they are unable to reinstate my acct back 
xxxxxxxx call back from xxxx they cant do anything acct must be closed",1,UserID396,Ticket397,TechnicalDepartment,TechnicalDepartment,SequentialClassifier
199,in a computer was purchased from amazon the item was defective and returned days after in via xxxx with tracking number xxxx the item was initially refunded and all was well the credit card was charged again for this item and that is when everything went downhill with chase someone had opened a dispute with them and they stated we had to submit tracking information for the return of this item when there was no response they closed it in favor of the seller we had no idea that there was even a dispute the letter received was online and because we did not know there was a dispute because neither of us recall contacting chase we did not look at the online letters if that was the case we would have promptly provided the documentation needed to be refunded after talking with amazon and chase for over a month because somehow a dispute was reopened tracking information was provided again and on xxxxxxxx we received another letter from chase stating the charge was valid after speaking with xxxx with chase disputes in xxxx xxxx texas he stated that the charge was valid and deemed valid because the tracking information was not provided in the initial time frame on the initial dispute basically after reopening the the dispute the tracking information provided on the second time disputed was not looked at and that the only way that we can dispute this again is to write a written letter disputing it and why we are disputing it this is for over dollars and tracking information as well as documentation from amazon and the seller provides proof that the charge is not valid we were not asked to provide any other information this time other than tracking so if the tracking was not going to be enough i should have been told this one of the times i called about this dispute this is an illegal practice and there is no legal way that this charge is even valid their process for determining that this is a legal charge is not right and should be corrected along with all the time and money ive spent disputing this charge the seller stated that the item was returned and that they refunded a smaller portion due to signs of use and the item was working which is not fair either because the item did not work regardless i dont have the item,4,UserID398,Ticket399,FinanceDepartment,FinanceDepartment,SequentialClassifier
200,on i applied for chase freedom unlimited credit card for the first time chase hard pull my credit reports which are xxxx and xxxx   and i got reject so i called chase customer service to reconsider my application the next day the second time i got approve but chase hard pull my credit report which is xxxx again without my permission i can understand if chase checks my credit report for the first time because when i applied for a chase credit card on the chase website i agree chase s agreement which means i permit chase to check my credit report but when i called chase customer service to reconsider my application on the next day chase didnt ask my permission but checked my credit report even if this is the same credit card application but chase already checked my credit card one time and the second time they didnt ask my permission but check my credit report i should have the right to know if chase checks my credit report when i called chase customer service to reconsider my application they didnt ask me they are going to check my credit report for the reconsider,3,UserID400,Ticket401,TrashDepartment,TrashDepartment,LogRegClassifier
201,"someone used a replacement card chase had sent to me that i never received to charge at xxxx xxxx xxxx xxxx  xxxx chase had flagged this as potential fraud via an email and text message i responded to both that yes this was fraud i immediately called the number chase provided via text xxxx 

my card was then locked and a replacement was air mailed to me expecting it to arrive the representative had asked me if i still had my card in which i responded with yes she looked at my account again and realized they had sent me a new card  mine was set to expire in xxxxxxxx  that should have arrived last week i had never received it 

somehow someone had intercepted my card in xxxx and used it since she informed me the purchase at xxxx s was with a chip clearly there are very lax rules around activation if they were able to use my card while i had the original and had used it the day before",1,UserID402,Ticket403,TechnicalDepartment,TechnicalDepartment,LogRegClassifier
