,books,clusters,embedding1,embedding2
2396,book:The_Alice_B._Toklas_Cook_Book,cluster1,1.5260912,-0.10586422
2397,book:The_Will_of_the_Empress,cluster0,0.44142395,-0.48394307
2398,book:The_Origin_of_Consciousness_in_the_Breakdown_of_the_Bicameral_Mind,cluster0,0.49645066,-0.5158852
2399,book:Wonders_of_a_Godless_World,cluster5,-0.76789355,-0.1415578
2400,book:Fine_Just_the_Way_It_Is,cluster0,0.3409692,-0.26619178
2401,book:What_Alice_Forgot,cluster1,0.9819296,0.2007887
2402,book:White_Wolf_(novel),cluster4,-0.9545591,0.9206561
2403,book:Hardboiled_&_Hard_Luck,cluster1,0.7400299,0.12076147
2404,book:Blackwood_Farm,cluster0,0.32261643,-0.15879093
2405,book:Image_and_Reality_of_the_Israel–Palestine_Conflict,cluster3,-0.7027158,-0.13704607
2406,book:Jackson's_Dilemma,cluster5,-0.20885335,0.11692254
2407,book:Liver:_A_Fictional_Organ_with_a_Surface_Anatomy_of_Four_Lobes,cluster2,0.9761349,0.98153424
2408,book:The_Door_Below,cluster3,-0.9997265,-0.45903388
2409,book:The_Cuckoo's_Egg_(book),cluster3,-1.0912563,-0.35457096
2410,book:Hell_Island,cluster5,-0.5099275,-0.22767322
2411,book:Hell's_Angels:_The_Strange_and_Terrible_Saga_of_the_Outlaw_Motorcycle_Gangs,cluster0,0.5578359,-0.5854027
2412,book:Patti_Smith_Complete,cluster3,-0.75228184,-0.445116
2413,book:Blasphemy_(Preston_novel),cluster0,0.3995545,-0.3919384
2414,book:The_End_of_All_Things_(novel),cluster3,-1.1608292,-0.114180334
2415,book:Human_Action,cluster3,-0.68735033,-0.47967535
2416,book:Convergent_Series_(short_story_collection),cluster0,0.7051586,-0.092494376
2417,book:Nebula_Winners_Fourteen,cluster0,0.36151025,-0.61106956
2418,book:The_Beautiful_and_Damned,cluster0,0.52250654,-0.31113902
2419,book:Invariances,cluster0,0.4889664,-0.40549022
2420,book:Magic's_Pawn,cluster0,0.32053065,-0.40055332
2421,book:Black_Boy,cluster3,-0.8374451,-0.458648
2422,"book:The_Princess_Diaries,_Volume_VI:_Princess_in_Training",cluster3,-1.1766776,-0.14770322
2423,book:Inca_Gold,cluster3,-0.97816294,-0.09155387
2424,book:Classical_Mechanics_(Goldstein),cluster1,1.2096648,0.07529863
2425,book:The_Knight_Templar,cluster5,-0.55265355,0.57863575
2426,book:Writings_and_Drawings,cluster1,1.0608715,-0.31924585
2427,book:Nightmare_Hour,cluster0,0.15103067,-0.093137115
2428,book:The_Girl_Who_Loved_Tom_Gordon,cluster3,-1.1772374,0.08142921
2429,book:On_a_Cold_Road,cluster1,0.68752444,-0.056979712
2430,book:The_Sins_of_the_Father_(Archer_novel),cluster4,-0.68734246,1.2015167
2431,book:Night_Lamp,cluster3,-0.8891826,-0.097838685
2432,book:Foxglove_Summer,cluster5,-0.7210235,0.16856949
2433,book:The_Zone_of_Interest,cluster1,1.1973593,0.2821662
2434,book:Shakespeare:_The_World_As_Stage,cluster3,-1.0733924,0.38357887
2435,"book:Curses,_Hexes_and_Spells",cluster3,-0.7292678,-0.13058533
2436,book:And_Eternity,cluster3,-0.36268038,-0.14997777
2437,book:Great_Apes_(novel),cluster4,-0.6587245,1.2284093
2438,book:Conservative_Victory,cluster3,-0.86544186,-0.25904572
2439,book:The_War_of_the_Jewels,cluster2,0.5036172,0.6314299
2440,book:Phoolko_Aankhama,cluster1,1.2219201,-0.11041455
2441,book:Courrier_sud_(novel),cluster1,0.9113417,0.009598892
2442,book:The_Black_Cauldron_(novel),cluster0,0.4753837,-0.38702083
2443,book:A_Fall_of_Moondust,cluster4,-0.95945007,0.7690495
2444,book:Things_Hidden_Since_the_Foundation_of_the_World,cluster1,1.0492156,-0.25886747
2445,book:Dangerous_Kiss,cluster0,0.50874823,-0.51969546
2446,book:Crescent_Dawn,cluster3,-1.1203368,-0.4972757
2447,book:Battlefield_Earth_(novel),cluster3,-1.0191163,-0.42262474
2448,book:The_Bronze_Bow,cluster3,-1.1831771,0.2345593
2449,"book:Another_City,_Not_My_Own",cluster0,0.53764105,-0.4182977
2450,book:The_Plot_to_Save_Socrates,cluster0,0.46646523,-0.5318342
2451,book:The_Year's_Best_Fantasy_Stories:_4,cluster3,-1.1369315,-0.1823728
2452,book:Ringworld's_Children,cluster3,-1.308745,-0.0031716693
2453,book:Gateway_(novel),cluster3,-1.0379317,-0.5936856
2454,book:The_Far_Side_of_the_World,cluster2,0.61449283,0.6865963
2455,book:The_Anthropocene_Reviewed,cluster3,-0.90491676,0.008701752
2456,book:A_Tenured_Professor,cluster3,-1.0016413,-0.106353104
2457,book:The_Green_Berets_(book),cluster3,-0.97551465,-0.25283706
2458,book:Lives_of_the_Mayfair_Witches,cluster0,0.29447755,-0.28307182
2459,book:Ain't_I_a_Woman%3F_(book),cluster0,0.5345223,-0.7265342
2460,book:Snow_(Malfi_novel),cluster3,-0.9149116,-0.09808568
2461,book:Fever_Dream_(Preston_and_Child_novel),cluster0,0.4608926,-0.65304327
2462,book:Dreamcatcher_(novel),cluster3,-1.139143,-0.119277224
2463,book:The_65_Lakh_Heist,cluster5,-0.5709091,0.32660255
2464,book:Appearance_and_Reality,cluster2,0.22844292,1.4746989
2465,book:The_Scourge_of_God_(novel),cluster3,-1.0133351,-0.035571713
2466,book:Blue_Nights,cluster3,-1.0869181,-0.07453831
2467,book:Reaching_for_the_Invisible_God,cluster0,0.5458688,-0.62354755
2468,book:Blackout_(Buffy_novel),cluster0,0.36302125,-0.25631756
2469,book:The_Mystery_of_Banking,cluster0,0.68333375,-0.7835427
2470,book:At_the_Center_of_the_Storm,cluster3,-0.8278177,-0.030821186
2471,book:Magician's_Gambit,cluster3,-1.1019846,-0.048184074
2472,book:The_Two_Pound_Tram,cluster4,-0.3924208,1.2032892
2473,book:Weird_Tales_2,cluster3,-0.8995128,-0.15938412
2474,book:Truly_Madly_Deeply_(novel),cluster5,-0.3816391,0.34876767
2475,"book:The_Princess_Diaries,_Volume_VII_and_1/2:_Sweet_Sixteen_Princess",cluster3,-1.3271488,-0.32396257
2476,book:The_Legend_and_Bizarre_Crimes_of_Spring_Heeled_Jack,cluster4,-0.17706977,1.3380766
2477,book:The_Beginning_(novel),cluster5,-0.6331097,-0.074639164
2478,book:Day_of_the_Iguana,cluster3,-1.0629241,-0.22830498
2479,book:American_Visions,cluster1,1.3963737,-0.13353224
2480,book:The_Little_Red_Hen_(Pinkney_book),cluster3,-0.94926065,-0.3649509
2481,book:Annihilation_of_Caste,cluster1,2.136387,0.52612257
2482,book:High_Fidelity_(novel),cluster2,0.79799324,0.87123656
2483,book:Oscar_and_Lucinda,cluster3,-0.9852496,0.1305242
2484,book:Lucky_You_(novel),cluster0,0.34177282,-0.26310217
2485,book:What_the_Dead_Know,cluster3,-1.0554632,0.2042084
2486,book:The_Frozen_Hours,cluster0,0.35243016,-0.38375142
2487,book:A_Thing_of_State,cluster0,0.4895006,-0.45312214
2488,book:A_Caribbean_Mystery,cluster4,-0.6639927,1.2194757
2489,book:The_Elusive_Quest_for_Growth,cluster5,-0.040038466,0.4451917
2490,book:Walking_on_Glass,cluster3,-1.0834402,0.07512023
2491,book:The_Other_Side_of_the_Frontier,cluster1,0.89472175,-0.08427404
2492,book:A_Long_Way_Down,cluster2,0.6345312,0.82360184
2493,book:Ethan_of_Athos,cluster0,0.24044876,-0.41391966
2494,book:Winter_(Meyer_novel),cluster0,0.4057961,0.047689427
2495,book:Decline_and_Fall_of_the_Freudian_Empire,cluster4,0.023656752,1.2275022
2496,book:13_Stories_and_13_Epitaphs,cluster2,0.63852006,0.7837292
2497,book:Grave_Sight,cluster3,-1.1972927,-0.021685196
2498,book:Sunshine_Sketches_of_a_Little_Town,cluster1,1.202217,0.043460604
2499,book:Gateways_(novel),cluster0,0.2887325,-0.30869928
2500,book:The_Perilous_Gard,cluster3,-1.1378909,-0.014552001
2501,book:The_Pluto_Files,cluster5,-0.4702273,0.38562635
2502,book:Invisible_Cities,cluster5,-0.7406282,0.17141636
2503,book:Prince_of_the_Blood_(novel),cluster0,0.27386814,-0.3733458
2504,book:Grant_(book),cluster3,-0.8281828,-0.3595485
2505,book:Gentlemen_&_Players,cluster4,-0.67571795,0.91435224
2506,book:The_Stress_of_Her_Regard,cluster0,0.36674887,-0.33205444
2507,book:The_Worst_Band_in_the_Universe,cluster5,-0.13835599,-0.066756345
2508,book:The_Postman,cluster0,0.255264,-0.31679678
2509,book:Orion_in_the_Dying_Time,cluster0,0.33745033,-0.32175407
2510,book:Split_Images,cluster1,1.5251831,-0.010118376
2511,book:Wolves_Eat_Dogs,cluster3,-1.0360631,0.23767547
2512,book:The_Time_of_Our_Time,cluster0,0.6839596,-0.8669943
2513,book:The_Nasty_Bits,cluster3,-1.138164,-0.042929664
2514,book:Hollywood_Noir,cluster0,0.3776075,-0.34921217
2515,book:Eschatology:_Death_and_Eternal_Life,cluster3,-0.89382905,-0.15536754
2516,book:Deryni_Rising,cluster0,0.3466248,-0.592171
2517,book:Love_Story_(novel),cluster3,-1.089074,-0.26534644
2518,book:T._Rex_and_the_Crater_of_Doom,cluster0,0.9445586,-0.17928426
2519,book:The_Great_Fire_(Hazzard_novel),cluster5,0.00034664304,0.21248499
2520,book:Roadmarks,cluster0,0.27600548,-0.18307164
2521,book:Stand_on_Zanzibar,cluster2,0.6653712,0.81043816
2522,book:Shooting_Sean,cluster2,1.0677543,1.0820057
2523,book:Dragon_Rider_(novel),cluster0,0.47001866,0.10973333
2524,book:The_New_Canada,cluster1,0.76695955,-0.093765564
2525,book:Hyperborea_(collection),cluster0,0.32798308,-0.2951978
2526,book:Into_a_Raging_Blaze,cluster5,-0.48558256,0.5574491
2527,"book:City_of_Light,_City_of_Dark",cluster0,0.65984374,-0.20085518
2528,book:Magic_in_Ithkar_3,cluster0,0.34699386,-0.3417065
2529,book:The_State_Counsellor,cluster5,0.06385997,0.2800808
2530,book:The_Koreans_(book),cluster2,0.62618273,0.7125063
2531,book:Forge_of_Darkness,cluster4,-0.6368106,1.0430952
2532,book:Election_(novel),cluster3,-0.85369176,0.3733773
2533,book:The_Myst_Reader,cluster1,2.6501172,-0.08200193
2534,book:Alchemy_(novel),cluster1,0.93050873,-0.0021976058
2535,book:The_Hockey_Sweater,cluster1,1.8749224,0.09574975
2536,book:Beyond_the_Limits,cluster1,0.8742677,0.32739955
2537,book:Messiah_(Vidal_novel),cluster3,-0.8449634,-0.18464921
2538,book:Crossing_the_Chasm,cluster3,-0.8600044,-0.38951448
2539,book:The_Ragwitch,cluster3,-1.0092624,-0.22912025
2540,book:Strong_Motion,cluster0,0.44385326,-0.46362928
2541,"book:Abraham_Lincoln,_Vampire_Hunter_(novel)",cluster0,0.5587611,-0.68224233
2542,book:The_Miracle_at_Speedy_Motors,cluster5,-0.97856784,0.50498414
2543,book:Sleeping_Beauties_(novel),cluster3,-1.0543193,-0.17641568
2544,book:Subtle_is_the_Lord,cluster0,0.64118326,-0.6364451
2545,book:Enciclopedia_d'arte_italiana,cluster5,-0.09125004,-0.036853656
2546,book:Quest_for_Lost_Heroes,cluster2,0.42266592,0.63932943
2547,book:The_Fortress_of_Solitude_(novel),cluster3,-1.1739798,-0.020050691
2548,book:The_War_of_the_Saints,cluster5,-0.5340965,0.33277583
2549,book:Book_of_Sketches,cluster0,0.54142994,-0.81622785
2550,book:The_Emperor_and_the_Kite,cluster3,-1.0657531,-0.20152327
2551,book:Today_We_Choose_Faces,cluster3,-1.1345018,-0.19021624
2552,book:Introduction_to_Christianity,cluster0,0.4287238,-0.52618045
2553,book:Bloodbrothers_(Price_novel),cluster5,-0.3612052,0.051314365
2554,book:Playing_Hurt,cluster3,-0.7858783,-0.6464091
2555,book:Lord_of_the_Dead,cluster0,0.54458684,-0.19069757
2556,book:Talking_It_Over,cluster4,-0.4712838,1.1115222
2557,book:Finder_(novel),cluster3,-1.0028087,-0.057770237
2558,book:Animals_in_Translation,cluster5,0.014765064,-0.19723769
2559,book:The_Separation_(Priest_novel),cluster2,0.67694014,0.7443347
2560,book:The_Ruby_in_the_Smoke,cluster4,-1.1216842,0.68995756
2561,book:Sigmund_in_a_Cafe,cluster0,0.9964427,-0.29780617
2562,book:The_Eagle_and_the_Raven,cluster0,0.27660716,-0.04748166
2563,book:Dragonsong,cluster3,-0.9873045,-0.5371717
2564,book:Flight_of_the_Nighthawks,cluster4,-1.1081192,0.4257383
2565,book:Nothing_to_Lose_(novel),cluster4,-0.6231992,1.080124
2566,book:Inés_of_My_Soul,cluster1,1.3613764,0.64273274
2567,book:To_the_Nines_(novel),cluster0,0.31519696,-0.032840464
2568,book:Skin_(Dekker_novel),cluster3,-1.1417739,-0.08576964
2569,book:Star_Trek_Concordance,cluster0,0.66507936,-0.7003528
2570,book:How_We_Are_Hungry,cluster5,-0.24667259,0.111793324
2571,book:Extremes_(novel),cluster3,-0.8774733,-0.029753812
2572,book:The_Howling_II_(novel),cluster0,0.44337764,-0.4544807
2573,book:The_Sense_of_Beauty,cluster0,0.7694698,-0.7492731
2574,book:The_Great_Derangement_(Taibbi_book),cluster0,0.096006,-0.15442309
2575,book:The_Chinaman_(novel),cluster2,0.84415853,0.8728979
2576,book:Inside_Out_(Moore_book),cluster3,-0.84252226,-0.057546843
2577,book:The_Hunt_for_Red_October,cluster0,0.2376463,-0.05118268
2578,book:Hard_Eight_(novel),cluster0,0.3079305,-0.060978044
2579,book:Call_for_the_Dead,cluster4,-0.87408155,1.0641404
2580,book:Null-A_Three,cluster0,0.5912687,-0.6721907
2581,book:Stalking_the_Nightmare,cluster3,-1.1863489,-0.46105817
2582,book:The_Queen_and_I_(novel),cluster4,-0.7836861,0.91181296
2583,book:SCUM_Manifesto,cluster5,-0.3446476,0.5235081
2584,book:Children_of_Magic_Moon,cluster5,-0.4476869,0.17463842
2585,book:The_Good_Book_(book),cluster5,-0.41498384,0.105316676
2586,book:Making_Europe_Unconquerable,cluster5,0.33652475,0.15761743
2587,book:The_Great_Enigma,cluster1,1.5137169,-0.037062787
2588,book:File_Under_Popular,cluster1,1.8400204,-0.039060973
2589,book:The_Ponder_Heart,cluster3,-0.9082261,-0.18384285
2590,book:The_Pyramid_(Kadare_novel),cluster5,-0.87913966,0.44549134
2591,book:The_Message_in_the_Bottle,cluster5,-0.35099006,0.45901054
2592,book:Les_Royaumes_de_Borée,cluster5,-0.29566205,0.2161019
2593,book:The_Tides_of_Time,cluster3,-0.8352337,-0.18069793
2594,book:Ben_Singkol,cluster5,-0.0950985,0.37262642
2595,book:Clementina's_Cactus,cluster0,0.47927773,-0.69291216
2596,book:Little_Man_Little_Man,cluster3,-0.89341223,-0.22985515
2597,book:Cress_(novel),cluster0,0.14117545,-0.42067268
2598,book:Blackrock_(play),cluster5,-0.35206413,-0.10768868
2599,book:Flare_(novel),cluster3,-1.15424,-0.32598436
2600,book:Moth_Smoke,cluster4,-0.8665394,0.7989817
2601,book:Leap_into_Darkness,cluster0,0.31281084,-0.4601362
2602,book:On_the_Heights_of_Despair,cluster5,-0.5129678,-0.10551341
2603,book:1Q84,cluster0,0.63608825,0.06782113
2604,book:Rebecca's_Tale,cluster2,0.6573759,0.69359845
2605,book:The_Memory_of_Earth,cluster0,0.28221646,-0.449212
2606,book:Hunting_Evil,cluster2,0.8831612,0.83913475
2607,book:The_Clockwise_Man,cluster1,1.2766626,0.12516719
2608,book:1945_(Gingrich_and_Forstchen_novel),cluster3,-0.870853,-0.1967825
2609,book:Nudge_(book),cluster5,-0.7438126,0.24843831
2610,book:Joyland_(King_novel),cluster3,-1.1304342,0.19080544
2611,book:Anastasia_at_This_Address,cluster0,0.71391904,-0.95821905
2612,book:Jackdaw_Summer,cluster1,0.984072,-0.2659641
2613,book:Pyramids_(novel),cluster5,-0.34708062,0.029391192
2614,book:Silver_(Motion_novel),cluster5,-0.023719737,0.14915226
2615,book:A_Conspiracy_of_Friends,cluster4,-0.53552073,1.0912478
2616,book:The_Hunted_(novel),cluster5,-0.20118791,-0.0717681
2617,book:The_Planet_Savers,cluster0,0.4300704,-0.53299665
2618,book:The_Diamond_Age,cluster0,0.6432913,-0.44609198
2619,book:The_Silver_Spike,cluster3,-0.9811744,-0.16313681
2620,book:My_House_Has_Two_Doors,cluster4,-0.22874126,1.1388665
2621,book:A_Simple_Man_(book),cluster1,1.5813142,-0.17082728
2622,book:Marilyn:_Norma_Jean,cluster0,0.4131651,-0.45735073
2623,book:A_Swiftly_Tilting_Planet,cluster0,0.3675364,-0.008517282
2624,book:One_of_Us_(novel),cluster5,-0.11669159,0.3689832
2625,book:The_Toyminator,cluster5,-0.7760878,0.12963583
2626,book:The_Quest_(novel),cluster1,0.9318006,0.22085011
2627,book:Harris_and_Me,cluster0,0.4891154,-0.6267303
2628,book:Skinny_Dip_(novel),cluster3,-1.1297662,-0.25257865
2629,book:Eight_Skilled_Gentlemen,cluster5,-0.6063148,0.04243078
2630,book:The_Gate_Thief,cluster0,0.30664238,-0.4981642
2631,"book:Anastasia,_Ask_Your_Analyst",cluster0,0.3809269,-0.4687503
2632,book:Apex_Hides_the_Hurt,cluster0,0.53927803,-0.18414648
2633,book:Cold_Days,cluster3,-1.1909788,0.059758253
2634,book:Valhalla_Rising_(novel),cluster0,0.5103162,-0.4396896
2635,book:Just_One_Evil_Act,cluster3,-0.86011916,-0.15006332
2636,book:Playing_for_the_Ashes,cluster0,0.44646242,-0.24571024
2637,book:The_Obama_Nation,cluster0,0.37065822,-0.41308329
2638,book:The_Caliph's_House,cluster3,-0.6257297,-0.13015474
2639,book:The_Tenth_Justice,cluster3,-1.2434049,-0.20938994
2640,book:Hetty_Feather,cluster4,-0.73674965,0.93789804
2641,book:Drift:_The_Unmooring_of_American_Military_Power,cluster3,-1.0707637,-0.10206369
2642,book:The_Dark_Tower:_The_Gunslinger,cluster3,-1.1658187,-0.2344365
2643,book:The_Collapsium,cluster0,0.43845534,-0.5621112
2644,book:Lethal_Politics,cluster0,0.67465997,-0.62249357
2645,book:Bed_of_Roses_(novel),cluster1,0.8375637,0.18030943
2646,book:The_Fatwa_Girl,cluster1,0.7496892,0.122977786
2647,book:Wild_Seed_(novel),cluster3,-0.60186076,-0.1616379
2648,"book:Kender,_Gully_Dwarves,_and_Gnomes",cluster3,-1.0960582,-0.10062133
2649,book:Tyll_(novel),cluster1,0.73275226,0.55863136
2650,book:Necropolis_(Pahor_novel),cluster5,0.08725093,0.12359039
2651,"book:Ketzel,_the_Cat_who_Composed",cluster1,1.7047536,-0.3386141
2652,book:Dead_Famous_(novel),cluster4,-0.9805416,0.8843592
2653,book:This_Side_of_Paradise,cluster0,0.38980573,-0.28584817
2654,book:The_Foundling_and_Other_Tales_of_Prydain,cluster0,0.30018,-0.4084511
2655,book:Christine_(novel),cluster0,0.28561562,-0.26456103
2656,book:Paint_It_Black_(novel),cluster3,-1.0903378,-0.21234344
2657,book:Red_Seas_Under_Red_Skies,cluster0,0.34372297,-0.4396221
2658,book:Hocus_Pocus_(novel),cluster3,-1.032756,-0.52511877
2659,"book:Surely_You're_Joking,_Mr._Feynman!",cluster0,0.43223694,-0.60399216
2660,book:The_Octagonal_Raven,cluster0,0.30200613,-0.45903727
2661,book:Men_in_the_Off_Hours,cluster3,-0.89724886,-0.50554293
2662,book:Dolores_Claiborne,cluster0,0.28104413,-0.33222094
2663,book:Deep_Wizardry,cluster0,0.4548832,-0.048103534
2664,book:The_Sacrifice_(Applegate_novel),cluster0,0.4725277,-0.6737558
2665,book:I_Am_Not_Going_to_Get_Up_Today!,cluster0,0.5389735,-0.73968637
2666,book:Knuffle_Bunny_Free,cluster3,-0.93736494,-0.47902372
2667,book:The_Mark_of_Athena,cluster0,0.53476685,-0.55002695
2668,book:The_Transparent_Society,cluster3,-1.2096246,-0.08576975
2669,book:When_the_Music's_Over_(novel),cluster5,-0.68024963,0.60704947
2670,book:Capricornia_(novel),cluster5,-0.40609065,0.07954792
2671,book:Revolt_Against_the_Modern_World,cluster1,1.0344617,0.112482555
2672,book:Death_in_Disguise,cluster2,0.90154874,0.9470578
2673,"book:I,_Billy_Shakespeare",cluster1,1.8253156,-0.45621136
2674,book:Mendoza_in_Hollywood,cluster3,-1.1499063,-0.32386854
2675,book:Dream_Stuff,cluster5,-0.23900293,0.14054109
2676,book:Etiquette_&_Espionage,cluster0,0.4138728,-0.50796473
2677,book:You_Are_the_Universe_(book),cluster3,-0.41081893,-0.5845821
2678,book:The_Matchlock_Gun,cluster3,-0.853438,-0.17549042
2679,book:Legend_(Gemmell_novel),cluster4,-0.87906486,0.9350727
2680,book:Dragon's_Time,cluster0,0.38058567,-0.64630777
2681,book:Back_Story_(novel),cluster0,0.6153796,0.15984984
2682,book:Camp_X_(novel),cluster5,-0.6943655,0.38630924
2683,book:Just_Above_My_Head,cluster0,0.77061707,-0.6766393
2684,book:Wittgenstein_on_Rules_and_Private_Language,cluster0,0.5462752,-0.69128644
2685,book:Red_Army_(novel),cluster1,1.0852588,-0.05347733
2686,book:The_Pirates!_In_an_Adventure_with_Scientists,cluster2,0.74432313,0.9207464
2687,book:A_God_in_Ruins_(Uris_novel),cluster0,0.6187192,-0.5577404
2688,book:Alabaster_(short_story_collection),cluster3,-1.1746361,-0.27681223
2689,book:Blood_Music_(novel),cluster0,0.29291314,-0.52996737
2690,book:Crosstalk_(novel),cluster0,0.33100146,-0.2598081
2691,book:The_Android_(novel),cluster3,-1.0357196,-0.33294144
2692,book:Our_Revolution_(book),cluster0,0.57743776,-0.58632404
2693,book:%22P%22_Is_for_Peril,cluster0,0.40438882,-0.23968662
2694,book:New_Spring,cluster0,0.3724673,-0.25279346
2695,book:Vazha-Pshavela_(biographical_novel),cluster1,1.0446478,0.07395594
2696,book:The_Chronicles_of_Pern:_First_Fall,cluster3,-0.71340543,-0.14723487
2697,book:Snow_(picture_book),cluster0,0.722395,-0.82288
2698,book:The_Reversal,cluster2,0.8671605,0.3497575
2699,book:Not_the_End_of_the_World_(Brookmyre_novel),cluster4,-0.36697903,1.2529045
2700,book:Yendi_(novel),cluster0,0.30474305,-0.2862702
2701,book:Spindrift_(novel),cluster0,0.6388747,-0.08252352
2702,book:Brokedown_Palace_(novel),cluster3,-1.1315922,0.025085604
2703,book:Exile_and_the_Kingdom,cluster1,1.1221979,-0.13409725
2704,book:Hard-Boiled_Wonderland_and_the_End_of_the_World,cluster3,-0.912855,-0.006748143
2705,book:Overthrow_(book),cluster3,-0.9630982,-0.14941184
2706,"book:Man,_Economy,_and_State",cluster3,-0.7184653,-0.45894918
2707,book:The_Omen_Machine,cluster3,-1.2478474,-0.19844973
2708,book:Dead_Cert_(novel),cluster4,-0.70804787,0.8022497
2709,book:Society_of_Mind,cluster1,2.6603866,0.023373352
2710,book:A_Thorn_in_the_Bush,cluster3,-1.0970963,-0.01143366
2711,book:Anastasia's_Chosen_Career,cluster3,-0.97414804,-0.4086396
2712,book:The_Ragged_Edge_of_Science,cluster0,0.33759728,-0.57112217
2713,"book:M._C._Higgins,_the_Great",cluster0,0.2737946,-0.15993114
2714,book:Revenger_(novel),cluster4,-0.787289,0.8381912
2715,book:The_Nutmeg_of_Consolation,cluster2,0.5509797,0.79238254
2716,book:Spook_Country,cluster0,0.26326704,-0.17902721
2717,book:Shade's_Children,cluster0,0.2808598,-0.001562777
2718,book:Blue_Light_(novel),cluster0,0.2966839,-0.24593534
2719,book:Jacob_Have_I_Loved,cluster0,0.3253693,-0.35355666
2720,book:The_Remains_of_the_Day,cluster2,0.9559713,0.6953339
2721,book:It_(novel),cluster3,-1.1157293,-0.17487158
2722,book:Gladiator:_Fight_for_Freedom,cluster4,-0.79436034,1.1519363
2723,book:Dora:_A_Headcase,cluster3,-0.7706863,-0.33191472
2724,book:Three_Uses_of_the_Knife,cluster0,0.55821985,-0.51723784
2725,book:The_Millennial_Project,cluster0,0.6929206,-0.90851015
2726,book:Barrayar,cluster3,-1.069873,-0.47592005
2727,book:Conservation_Plan,cluster1,1.0585223,-0.21368533
2728,book:Cryptonomicon,cluster3,-1.0591612,-0.3395733
2729,book:The_Test_(Applegate_novel),cluster0,0.22915156,-0.35762233
2730,"book:Diamond_Dogs,_Turquoise_Days",cluster4,-0.9458539,0.99448
2731,book:1_×_1,cluster5,0.2124395,0.25544432
2732,book:The_Third_Man:_Life_at_the_Heart_of_New_Labour,cluster2,1.644632,1.2570679
2733,book:Days_of_Infamy_series,cluster3,-1.0405453,-0.08228205
2734,book:Blue_Screen_(novel),cluster0,0.34088802,-0.04338193
2735,book:Duma_Key,cluster3,-1.110837,-0.20238732
2736,book:Outbreak_(novel),cluster0,0.5842498,-0.022502722
2737,book:Brightness_Reef,cluster3,-1.0302162,-0.28706235
2738,"book:Niagara_Falls,_or_Does_It%3F",cluster0,0.42579067,-0.4222668
2739,book:The_Final_Key,cluster0,0.33534572,-0.41926956
2740,book:Warlock_(Smith_novel),cluster5,-0.35629046,0.30376634
2741,book:The_Gods_Return,cluster0,0.30899704,-0.45302504
2742,book:Charlie_Peace_(novel),cluster3,-0.93624085,0.16191185
2743,book:The_Case_for_God,cluster5,-0.46969172,0.61366546
2744,book:The_Disowned_Self,cluster1,0.83743584,0.3418301
2745,book:Rathinirvedam_(novel),cluster1,0.9177626,0.09164248
2746,book:Nutshell_(novel),cluster2,0.69502,0.7597727
2747,book:Runaway_Horses,cluster5,-0.53351337,0.07319495
2748,book:Dexter_by_Design,cluster3,-0.73593724,0.28786772
2749,book:When_Darkness_Falls_(novel),cluster0,0.44430956,-0.5416906
2750,book:Death_of_Kings,cluster2,1.050539,1.0715444
2751,book:Learning_the_World,cluster2,0.57285744,0.8515728
2752,book:Self-Portrait_in_a_Convex_Mirror_(poetry_collection),cluster0,0.7389558,-0.9995364
2753,book:The_Boys_from_Brazil_(novel),cluster0,0.42736384,-0.20651723
2754,book:The_Five_People_You_Meet_in_Heaven,cluster1,1.2528071,-0.24135141
2755,book:Beyond_the_Aquila_Rift,cluster2,0.6651216,0.8417545
2756,book:Perceptrons_(book),cluster5,0.028939832,0.56483567
2757,book:Me_and_Hitch,cluster0,0.4756144,-0.44514537
2758,book:A_Year_in_the_Merde,cluster5,0.20457236,0.06759371
2759,book:Redemolished,cluster3,-1.0312479,-0.34332296
2760,book:Maps_for_Lost_Lovers,cluster4,-0.055368084,1.3387715
2761,book:Tarantula_(poetry_collection),cluster3,-1.0065806,-0.5191039
2762,book:The_Curse_of_the_Viking_Grave,cluster1,1.2249614,-0.2525369
2763,book:Any_Human_Heart,cluster2,0.15372102,1.486806
2764,book:The_Science_of_Interstellar,cluster0,0.49779388,-0.47407904
2765,book:The_Baron_in_the_Trees,cluster5,-0.13862377,0.16060998
2766,book:Creatures_of_Light_and_Darkness,cluster3,-0.98960346,-0.5398763
2767,book:Anansi_Boys,cluster3,-1.2047919,-0.092013404
2768,book:True_Confessions_of_a_Heartless_Girl,cluster5,-0.5673599,0.045442242
2769,book:Fossil_Hunter,cluster1,0.7956461,-0.09872378
2770,book:Twelve_Years_a_Slave,cluster0,0.7558252,-0.60850644
2771,book:Understanding_Physics,cluster0,0.35864484,-0.5683455
2772,book:Asimov's_Guide_to_Shakespeare,cluster0,0.35206404,-0.48544785
2773,book:Nights_of_Labor,cluster5,-0.08152209,0.05112905
2774,book:Scandal:_How_%22Gotcha%22_Politics_Is_Destroying_America,cluster0,0.5856493,-0.58588785
2775,book:House_of_Leaves,cluster0,0.22572063,-0.21260932
2776,book:The_Space_Vampires,cluster2,0.70790744,0.706891
2777,book:Standing_in_Another_Man's_Grave,cluster5,-0.6454449,0.10942482
2778,book:The_Graveyard_Book,cluster2,0.2990525,0.57124317
2779,book:The_Plains_of_Passage,cluster3,-0.98314655,0.21304004
